"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.5594","5.2548","4.7725","7.2513","6.2249","10.9855","5.9818","7.0184","10.0626","9.4487","4.371","7.2125","9.0547","5.8019"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wachstum","merkel"
"3","kunden","brexit","oel","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wirtschaft","partei"
"4","firmen","grossbritannien","energien","umsatz","peking","politik","anleger","gesetz","mann","dollar","muenchen","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","spd","frauen","investoren","hamburger","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","mio","krieg","gibt","geld","arbeitgeber","menschen","analysten","messe","notenbank","unternehmen","koalition"
"7","manager","britische","erneuerbaren","millionen","iran","freiheit","euro","eichel","frau","boerse","millionen","inflation","konjunktur","gruenen"
"8","daten","land","preise","gewinn","obama","deutschland","immobilien","arbeitnehmer","eltern","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","washington","europa","versicherer","reform","familie","boersen","berlin","griechenland","rueckgang","schroeder"
"10","mitarbeitern","briten","tonnen","unternehmen","russland","soziale","sparkassen","gewerkschaften","leute","anleihen","fc","fed","deutsche","csu"
"11","digitale","london","barrel","aktie","praesident","demokratie","zinsen","ig","maenner","gold","spieler","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","geschaeft","chinesischen","globalisierung","wohnungen","beschaeftigten","paar","punkten","trainer","staatsanleihen","entwicklung","angela"
"13","startups","premier","pro","mill","bush","sozialen","investoren","metall","vater","aktie","saison","draghi","investitionen","kanzler"
"14","digitalen","europaeischen","verbraucher","jahr","land","leben","rendite","berlin","heute","aktienmarkt","berliner","euroraum","industrie","stoiber"
"15","fuehrungskraefte","tuerkei","kohle","siemens","irak","staat","aktien","unternehmen","erzaehlt","punkte","hochschulen","italien","konsum","parteien"
"16","branche","frankreich","rwe","vorstandschef","amerika","buerger","eigenkapital","arbeit","mutter","usa","fussball","dollar","deutlich","waehler"
"17","neue","putin","klimaschutz","analysten","chinesische","tun","altersvorsorge","kommission","stadt","bank","studium","euro","arbeitsmarkt","ministerpraesident"
"18","unternehmens","moskau","preis","rund","amerikaner","zukunft","kredite","muesse","spaeter","fed","gaeste","europaeischen","prognose","wahl"
"19","mittelstaendler","pfund","kraftwerke","uebernahme","staaten","frage","markt","regelung","buch","minus","verein","notenbanken","rezession","afd"
"20","software","russischen","industrie","geschaeftsjahr","praesidenten","politischen","immobilie","kommunen","jahre","papiere","mannschaft","europaeische","erwartet","wahlkampf"
"21","arbeiten","may","produktion","konzerns","trumps","wissen","vermoegen","rente","junge","index","messen","usa","oekonomen","sozialdemokraten"
"22","anbieter","europa","opec","daimler","regierung","fragen","risiken","gewerkschaft","tag","rendite","kunst","waehrung","nachfrage","seehofer"
"23","gruender","russische","erdgas","bayer","putin","marktwirtschaft","commerzbank","gesetzlichen","jungen","aktienmaerkte","liga","schulden","erholung","bundestag"
"24","produkte","referendum","landwirtschaft","volkswagen","israel","bevoelkerung","kapital","clement","kind","experten","besucher","waehrungsunion","weltwirtschaft","scholz"
