"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6112","5.2027","4.8713","7.2007","6.2798","10.912","5.9918","7.0001","10.0672","9.4109","4.3772","7.1472","9.0839","5.8439"
"1","unternehmen","eu","gas","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","strom","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","oel","umsatz","peking","politik","anleger","euro","frauen","dollar","muenchen","zinsen","quartal","cdu"
"5","firma","russland","energiewende","mrd","chinas","heute","kunden","spd","mann","investoren","hamburger","geldpolitik","deutschland","fdp"
"6","internet","bruessel","energie","millionen","krieg","gibt","euro","arbeitgeber","menschen","analysten","millionen","inflation","unternehmen","koalition"
"7","manager","britische","erneuerbaren","mio","russland","freiheit","geld","arbeitnehmer","frau","kurse","messe","notenbank","konjunktur","gruenen"
"8","daten","land","preise","gewinn","iran","deutschland","immobilien","eichel","eltern","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","chinesischen","europa","versicherer","reform","familie","boersen","berlin","fed","rueckgang","csu"
"10","mitarbeitern","briten","tonnen","unternehmen","obama","soziale","sparkassen","gewerkschaften","leute","anleihen","saison","griechenland","deutsche","schroeder"
"11","digitale","london","barrel","aktie","praesident","demokratie","wohnungen","ig","maenner","gold","fc","iwf","entwicklung","kanzlerin"
"12","google","parlament","eon","geschaeft","washington","globalisierung","zinsen","beschaeftigten","paar","punkten","trainer","staatsanleihen","aufschwung","angela"
"13","startups","premier","pro","jahr","land","leben","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","industrie","mill","bush","sozialen","rendite","berlin","heute","aktienmarkt","berliner","draghi","investitionen","afd"
"15","fuehrungskraefte","frankreich","kohle","siemens","irak","zukunft","aktien","unternehmen","erzaehlt","usa","fussball","italien","deutlich","parteien"
"16","branche","tuerkei","verbraucher","vorstandschef","chinesische","buerger","immobilie","arbeit","stadt","bank","hochschulen","dollar","konsum","waehler"
"17","software","putin","klimaschutz","rund","amerika","tun","eigenkapital","kommunen","mutter","punkte","studium","notenbanken","arbeitsmarkt","stoiber"
