"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6181","5.2087","4.8522","7.2193","6.2572","10.9116","5.9806","6.9981","10.0764","9.4273","4.3947","7.1626","9.0702","5.8229"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","oel","umsatz","peking","politik","anleger","euro","frauen","dollar","muenchen","zinsen","quartal","cdu"
"5","firma","russland","energiewende","mrd","chinas","heute","kunden","arbeitgeber","mann","investoren","hamburger","geldpolitik","deutschland","fdp"
"6","internet","bruessel","energie","millionen","krieg","gibt","euro","spd","menschen","analysten","millionen","inflation","unternehmen","koalition"
"7","manager","britische","erneuerbaren","mio","russland","freiheit","geld","arbeitnehmer","frau","boerse","messe","notenbank","konjunktur","gruenen"
"8","daten","land","preise","gewinn","iran","deutschland","immobilien","eichel","familie","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","obama","europa","versicherer","reform","eltern","boersen","berlin","fed","rueckgang","csu"
"10","mitarbeitern","briten","tonnen","unternehmen","chinesischen","soziale","sparkassen","gewerkschaften","leute","anleihen","fc","griechenland","deutsche","schroeder"
"11","digitale","london","barrel","aktie","washington","demokratie","zinsen","ig","maenner","gold","saison","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","geschaeft","praesident","globalisierung","wohnungen","beschaeftigten","paar","punkten","trainer","staatsanleihen","entwicklung","angela"
"13","startups","premier","pro","jahr","land","leben","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","verbraucher","mill","bush","sozialen","rendite","berlin","heute","aktienmarkt","berliner","draghi","investitionen","parteien"
"15","fuehrungskraefte","tuerkei","kohle","siemens","irak","buerger","aktien","unternehmen","erzaehlt","usa","fussball","italien","deutlich","stoiber"
"16","branche","frankreich","industrie","vorstandschef","amerika","zukunft","eigenkapital","arbeit","stadt","punkte","hochschulen","dollar","konsum","waehler"
"17","software","putin","klimaschutz","rund","chinesische","staat","immobilie","muesse","mutter","bank","studium","europaeischen","rezession","afd"
"18","neue","moskau","preis","analysten","amerikaner","tun","kredite","kommission","spaeter","fed","gaeste","notenbanken","arbeitsmarkt","ministerpraesident"
"19","unternehmens","pfund","kraftwerke","uebernahme","staaten","frage","markt","kommunen","jahre","minus","mannschaft","euro","prognose","wahl"
"20","mittelstaendler","may","rwe","geschaeftsjahr","praesidenten","politischen","altersvorsorge","regelung","buch","papiere","verein","europaeische","erwartet","sozialdemokraten"
"21","arbeiten","russischen","produktion","konzerns","putin","wissen","vermoegen","rente","junge","rendite","messen","schulden","nachfrage","wahlkampf"
"22","gruender","europa","wasserstoff","daimler","trumps","fragen","commerzbank","gewerkschaft","tag","index","kunst","usa","oekonomen","scholz"
"23","anbieter","russische","opec","volkswagen","regierung","bevoelkerung","risiken","gesetzlichen","jungen","aktienmaerkte","reisen","waehrung","weltwirtschaft","seehofer"
"24","beispiel","referendum","erdgas","vw","ukraine","marktwirtschaft","mieter","fordert","kind","experten","sport","waehrungsunion","erholung","bundestag"
"25","produkte","polen","erneuerbare","bayer","xi","beispiel","kapital","clement","schule","zinsen","besucher","rezession","firmen","bundestagswahl"
"26","unternehmer","johnson","anlagen","aktionaere","israel","brauchen","mieten","betriebe","zeit","quartal","liga","finanzmaerkte","befragten","opposition"
"27","telekom","landes","landwirtschaft","verkauf","uspraesident","verantwortung","bafin","duerfen","geschichte","woche","hotels","oekonomen","bip","berlin"
"28","amazon","praesident","foerderung","lufthansa","donald","denken","renditen","regelungen","sohn","maerkte","euro","krise","kommenden","liberalen"
"29","geschaeft","union","bauern","ersten","sanktionen","sicherheit","sparer","vorschlag","kindern","leitindex","koeln","kredite","anstieg","amt"
"30","chef","austritt","klimawandel","dollar","afghanistan","wissenschaft","institute","bahn","macht","wall","touristen","zinssenkung","rechnet","gruene"
"31","berater","koenigreich","ausbau","bmw","demokraten","politische","kaeufer","entwurf","alt","renditen","fans","maerkte","verbraucher","gabriel"
"32","intelligenz","premierminister","liter","konzernchef","republikaner","gerade","frankfurt","verfahren","hause","morgan","hotel","anleihen","plus","linken"
"33","markt","italien","kosten","ergebnis","westen","zeit","risiko","sprecher","uhr","plus","mark","leitzinsen","vorjahr","merkels"
"34","facebook","berlusconi","deutschland","sap","amerikanischen","recht","wirecard","betroffenen","job","gewinne","bundesliga","staaten","prognosen","regierung"
"35","familienunternehmen","sarkozy","wasser","operative","welt","wohlstand","private","gesetzentwurf","sitzt","usnotenbank","veranstalter","wachstum","rechnen","bayern"
"36","deutschland","ukraine","jahr","thyssenkrupp","new","herr","anleihen","handelsblatt","arbeit","street","klubs","leitzins","zahl","politik"
"37","management","cameron","nachfrage","branche","biden","bildung","finanzkrise","regierung","alten","markt","geschaeftsfuehrer","wirtschaft","monaten","gerhard"
"38","geschaeftsfuehrer","grossbritanniens","wind","hersteller","soldaten","macht","immobilienfonds","urteil","bisschen","anlegern","universitaeten","waehrungsfonds","gestiegen","lindner"
"39","mittelstand","insel","cent","konkurrenten","chinesen","geht","deutschen","kosten","gibt","dow","tourismus","regierung","umfrage","mehrheit"
"40","ki","europaeische","grad","kunden","dollar","system","branche","massnahmen","liebe","freitag","hochschule","europa","erwarten","soeder"
"41","informationen","ungarn","bau","vorjahr","nato","glaube","versicherungen","bundestag","konnte","boersianer","universitaet","finanzmaerkten","duerfte","linke"
"42","nutzer","russlands","energieversorgung","operativen","russischen","verstehen","banker","bundes","kirche","staatsanleihen","wm","geld","china","merz"
"43","nutzen","kommission","oelpreis","boersengang","hongkong","richtig","investieren","koalition","stunden","aktienkurse","aussteller","japan","zweiten","westerwelle"
"44","computer","argentinien","emissionen","basf","york","buch","vermieter","forderung","film","fondsmanager","quadratmeter","finanzminister","stark","umfragen"
"45","technologie","frankreichs","branche","vergangenen","region","angst","allianz","laender","frueher","fiel","hannover","yen","bruttoinlandsprodukt","ministerpraesidenten"
"46","technik","politische","bundesregierung","boerse","amerikanische","arbeit","investment","mindestlohn","haus","aktienmaerkten","klub","bank","exporte","bundeskanzler"
"47","microsoft","verhandlungen","umwelt","autos","russische","politiker","anbieter","deutschland","alte","haendler","veranstaltungen","konjunktur","vergleich","kohl"
"48","gibt","paris","netz","zahlen","george","gesellschaftlichen","eigentuemer","union","beruf","vergangenen","spiele","risiken","minus","bundeskanzlerin"
"49","innovationen","eustaaten","gruene","porsche","amerikas","vertrauen","kredit","gesetzgeber","geht","aktienindex","  ","trichet","stimmung","stimmen"
"50","apple","eukommission","dollar","unternehmens","indien","autor","hedgefonds","geplante","gut","titel","flughafen","notenbanker","vergangenen","macron"
"51","berger","konservativen","gold","aufsichtsrat","volksrepublik","generation","kfw","forderte","lebt","notierte","dortmund","weltwirtschaft","lage","muentefering"
"52","technologien","abkommen","hersteller","ag","landes","entscheidungen","darlehen","gericht","gerne","erwartet","kuenstler","inflationsrate","halbjahr","kanzleramt"
