"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.5456","5.3029","4.671","7.24","6.2125","11.0672","6.0062","7.0121","10.0982","9.4319","4.3566","7.2472","8.9965","5.8123"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","brexit","oel","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wachstum","merkel"
"3","kunden","regierung","energien","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wirtschaft","partei"
"4","firmen","grossbritannien","gas","umsatz","peking","politik","anleger","gesetz","mann","dollar","hamburger","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","spd","frauen","investoren","muenchen","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","mio","obama","gibt","geld","eichel","menschen","analysten","messe","notenbank","unternehmen","koalition"
"7","manager","land","erneuerbaren","millionen","iran","deutschland","euro","arbeitgeber","frau","boerse","millionen","inflation","konjunktur","gruenen"
"8","daten","britische","preise","gewinn","krieg","freiheit","immobilien","arbeitnehmer","eltern","kurse","berlin","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","washington","europa","versicherer","reform","familie","boersen","bayern","griechenland","rueckgang","schroeder"
"10","mitarbeitern","briten","tonnen","aktie","praesident","soziale","sparkassen","gewerkschaften","leute","anleihen","saison","fed","deutsche","csu"
"11","digitale","london","barrel","unternehmen","bush","globalisierung","investoren","ig","maenner","gold","trainer","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","mill","chinesischen","demokratie","zinsen","berlin","vater","punkten","fc","staatsanleihen","entwicklung","angela"
"13","digitalen","premier","pro","jahr","irak","sozialen","rendite","beschaeftigten","paar","aktie","spieler","draghi","investitionen","stoiber"
"14","startups","tuerkei","verbraucher","geschaeft","russland","leben","wohnungen","metall","heute","aktienmarkt","berliner","euroraum","industrie","parteien"
"15","branche","europaeischen","rwe","siemens","land","staat","aktien","unternehmen","erzaehlt","punkte","hochschulen","dollar","konsum","kanzler"
"16","fuehrungskraefte","frankreich","kohle","vorstandschef","amerika","buerger","eigenkapital","arbeit","mutter","usa","studium","italien","deutlich","waehler"
"17","unternehmens","putin","klimaschutz","uebernahme","amerikaner","tun","altersvorsorge","kommission","stadt","bank","fussball","euro","arbeitsmarkt","ministerpraesident"
"18","neue","russischen","opec","analysten","chinesische","zukunft","vermoegen","muesse","spaeter","fed","gaeste","europaeischen","prognose","wahl"
"19","mittelstaendler","moskau","kraftwerke","rund","staaten","frage","risiken","regelung","buch","minus","verein","notenbanken","rezession","wahlkampf"
"20","software","may","preis","konzerns","praesidenten","politischen","markt","kommunen","jahre","papiere","messen","europaeische","erwartet","sozialdemokraten"
"21","anbieter","pfund","produktion","geschaeftsjahr","trumps","wissen","kredite","rente","junge","index","mannschaft","usa","oekonomen","seehofer"
