"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6606","5.1846","4.9494","7.1832","6.3933","10.9029","5.9067","7.0312","10.0247","9.3221","4.4146","7.04","9.1","5.8867"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","partei"
"3","kunden","grossbritannien","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","merkel"
"4","firmen","brexit","oel","umsatz","chinas","politik","anleger","euro","frauen","dollar","muenchen","inflation","quartal","cdu"
"5","firma","russland","energiewende","mrd","peking","heute","kunden","arbeitgeber","mann","investoren","millionen","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","millionen","russland","gibt","euro","spd","menschen","analysten","hamburger","geldpolitik","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","mio","krieg","freiheit","immobilien","reform","frau","kurse","messe","notenbank","konjunktur","koalition"
"8","daten","britischen","co","gewinn","chinesischen","deutschland","geld","arbeitnehmer","eltern","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","preise","quartal","iran","soziale","sparkassen","eichel","familie","boersen","fc","fed","rueckgang","csu"
"10","digitale","briten","wasserstoff","unternehmen","praesident","demokratie","versicherer","gewerkschaften","leute","anleihen","trainer","griechenland","deutsche","schroeder"
"11","mitarbeitern","london","tonnen","aktie","obama","europa","wohnungen","ig","maenner","gold","berlin","iwf","entwicklung","kanzlerin"
"12","startups","parlament","industrie","geschaeft","washington","leben","zinsen","beschaeftigten","paar","punkten","saison","staatsanleihen","aufschwung","angela"
"13","google","premier","klimaschutz","jahr","land","globalisierung","investoren","metall","vater","aktie","spieler","euroraum","konsum","kanzler"
"14","ki","europaeischen","pro","siemens","chinesische","sozialen","immobilie","berlin","heute","usa","fussball","draghi","deutlich","afd"
"15","digitalen","frankreich","kohle","mill","bush","zukunft","rendite","unternehmen","erzaehlt","bank","berliner","italien","industrie","scholz"
"16","fuehrungskraefte","tuerkei","eon","vorstandschef","irak","tun","aktien","arbeit","stadt","aktienmarkt","hochschulen","notenbanken","investitionen","parteien"
"17","intelligenz","putin","barrel","rund","amerika","buerger","eigenkapital","kommunen","mutter","punkte","gaeste","dollar","arbeitsmarkt","waehler"
"18","branche","pfund","verbraucher","analysten","ukraine","staat","kredite","regelung","spaeter","fed","studium","europaeischen","prognose","stoiber"
"19","software","moskau","produktion","uebernahme","amerikaner","frage","markt","muesse","jahre","minus","mannschaft","euro","erwartet","wahl"
"20","arbeiten","may","preis","geschaeftsjahr","putin","politischen","vermoegen","kommission","junge","rendite","sport","europaeische","rezession","ministerpraesident"
"21","neue","russischen","rwe","konzerns","staaten","wissen","altersvorsorge","rente","buch","papiere","verein","schulden","nachfrage","sozialdemokraten"
"22","unternehmens","europa","kraftwerke","bayer","praesidenten","bevoelkerung","commerzbank","gewerkschaft","tag","index","kunst","usa","oekonomen","wahlkampf"
"23","mittelstaendler","polen","erdgas","vw","xi","fragen","mieter","fordert","jungen","zinsen","messen","rezession","weltwirtschaft","bundestag"
"24","gruender","referendum","erneuerbare","volkswagen","trumps","brauchen","mieten","gesetzlichen","kind","aktienmaerkte","reisen","waehrung","erholung","seehofer"
"25","beispiel","russische","foerderung","daimler","regierung","verantwortung","kaeufer","bahn","schule","experten","besucher","waehrungsunion","firmen","berlin"
"26","produkte","johnson","anlagen","verkauf","biden","marktwirtschaft","risiken","clement","sohn","renditen","liga","finanzmaerkte","befragten","bundestagswahl"
"27","anbieter","landes","opec","aktionaere","donald","beispiel","kapital","duerfen","zeit","quartal","hotels","oekonomen","bip","opposition"
"28","unternehmer","praesident","landwirtschaft","ersten","westen","denken","bafin","regelungen","geschichte","maerkte","fans","zinssenkung","anstieg","lindner"
"29","berater","koenigreich","ausbau","lufthansa","uspraesident","sicherheit","renditen","vorschlag","kindern","leitindex","touristen","krise","kommenden","merz"
"30","amazon","premierminister","deutschland","bmw","israel","herr","institute","betriebe","alt","woche","euro","kredite","rechnet","gruene"
"31","geschaeft","austritt","kosten","dollar","sanktionen","gerade","sparer","entwurf","macht","gewinne","koeln","leitzins","verbraucher","liberalen"
"32","markt","union","klimawandel","sap","welt","politische","frankfurt","verfahren","hause","morgan","bundesliga","leitzinsen","plus","linken"
"33","telekom","italien","bauern","konzernchef","demokraten","zeit","private","sprecher","uhr","plus","hotel","maerkte","vorjahr","regierung"
"34","chef","berlusconi","liter","operative","republikaner","wissenschaft","wirecard","massnahmen","job","wall","klubs","wirtschaft","rechnen","soeder"
"35","deutschland","sarkozy","emissionen","ergebnis","afghanistan","wohlstand","risiko","handelsblatt","sitzt","usnotenbank","mark","wachstum","prognosen","amt"
"36","familienunternehmen","ukraine","cent","hersteller","amerikanischen","recht","anleihen","urteil","arbeit","markt","veranstalter","anleihen","zahl","bayern"
"37","facebook","cameron","wasser","kunden","new","macht","branche","gesetzentwurf","bisschen","street","lesen","staaten","gestiegen","gabriel"
"38","technologie","kommission","nachfrage","thyssenkrupp","chinesen","bildung","finanzkrise","betroffenen","alten","anlegern","wm","waehrungsfonds","monaten","merkels"
