"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6339","5.2166","4.9073","7.1957","6.2904","10.8929","5.9588","7.0107","10.0681","9.3864","4.3902","7.1052","9.0666","5.8772"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","oel","umsatz","peking","politik","anleger","euro","mann","dollar","muenchen","zinsen","quartal","cdu"
"5","firma","russland","energiewende","mrd","chinas","heute","kunden","arbeitgeber","frauen","investoren","millionen","geldpolitik","deutschland","fdp"
"6","internet","bruessel","energie","millionen","krieg","gibt","euro","spd","menschen","analysten","hamburger","inflation","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","mio","russland","freiheit","immobilien","arbeitnehmer","frau","kurse","messe","notenbank","konjunktur","koalition"
"8","daten","britischen","preise","gewinn","chinesischen","deutschland","geld","eichel","familie","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","co","quartal","iran","europa","versicherer","reform","eltern","boersen","berlin","fed","rueckgang","csu"
"10","mitarbeitern","briten","tonnen","unternehmen","obama","soziale","sparkassen","gewerkschaften","leute","anleihen","fc","griechenland","deutsche","schroeder"
"11","digitale","london","industrie","aktie","praesident","demokratie","wohnungen","ig","maenner","gold","saison","iwf","entwicklung","kanzlerin"
"12","startups","parlament","wasserstoff","geschaeft","washington","globalisierung","zinsen","beschaeftigten","paar","punkten","trainer","staatsanleihen","aufschwung","angela"
"13","google","premier","barrel","jahr","land","leben","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","eon","siemens","bush","sozialen","rendite","berlin","heute","usa","berliner","draghi","deutlich","afd"
"15","fuehrungskraefte","frankreich","pro","mill","irak","zukunft","aktien","unternehmen","erzaehlt","aktienmarkt","fussball","italien","konsum","parteien"
"16","branche","tuerkei","klimaschutz","vorstandschef","chinesische","tun","immobilie","arbeit","stadt","bank","hochschulen","dollar","investitionen","scholz"
"17","software","putin","kohle","rund","amerika","buerger","eigenkapital","kommunen","mutter","punkte","gaeste","notenbanken","arbeitsmarkt","waehler"
"18","ki","pfund","verbraucher","analysten","amerikaner","staat","kredite","muesse","spaeter","fed","studium","europaeischen","rezession","stoiber"
"19","neue","moskau","preis","uebernahme","staaten","frage","markt","regelung","jahre","minus","mannschaft","euro","erwartet","wahl"
"20","unternehmens","may","produktion","geschaeftsjahr","putin","politischen","vermoegen","kommission","junge","papiere","verein","europaeische","prognose","ministerpraesident"
"21","gruender","russischen","kraftwerke","konzerns","praesidenten","wissen","altersvorsorge","rente","buch","rendite","sport","schulden","nachfrage","sozialdemokraten"
"22","arbeiten","europa","rwe","daimler","ukraine","bevoelkerung","commerzbank","gewerkschaft","tag","index","messen","usa","oekonomen","wahlkampf"
"23","mittelstaendler","russische","erdgas","vw","trumps","fragen","mieter","gesetzlichen","jungen","aktienmaerkte","kunst","waehrung","weltwirtschaft","bundestag"
"24","intelligenz","referendum","opec","volkswagen","regierung","marktwirtschaft","risiken","fordert","kind","zinsen","reisen","rezession","erholung","seehofer"
"25","beispiel","polen","erneuerbare","bayer","xi","brauchen","kapital","clement","schule","experten","besucher","waehrungsunion","firmen","berlin"
"26","produkte","johnson","anlagen","verkauf","donald","verantwortung","mieten","duerfen","sohn","quartal","liga","finanzmaerkte","befragten","bundestagswahl"
"27","anbieter","landes","landwirtschaft","aktionaere","uspraesident","beispiel","kaeufer","betriebe","geschichte","renditen","hotels","oekonomen","bip","opposition"
"28","unternehmer","praesident","foerderung","lufthansa","israel","denken","bafin","regelungen","zeit","maerkte","euro","krise","anstieg","liberalen"
"29","amazon","koenigreich","klimawandel","ersten","biden","sicherheit","renditen","bahn","kindern","leitindex","koeln","kredite","kommenden","gruene"
"30","telekom","union","ausbau","bmw","sanktionen","wissenschaft","sparer","vorschlag","macht","woche","touristen","zinssenkung","rechnet","lindner"
"31","geschaeft","austritt","bauern","dollar","demokraten","gerade","institute","entwurf","alt","morgan","fans","maerkte","verbraucher","linken"
"32","berater","premierminister","deutschland","konzernchef","afghanistan","politische","frankfurt","verfahren","uhr","gewinne","bundesliga","leitzins","plus","soeder"
"33","chef","italien","kosten","ergebnis","westen","wohlstand","private","sprecher","hause","wall","hotel","anleihen","vorjahr","amt"
"34","markt","berlusconi","liter","sap","welt","herr","wirecard","urteil","job","plus","mark","leitzinsen","rechnen","regierung"
"35","familienunternehmen","sarkozy","wasser","operative","republikaner","zeit","risiko","gesetzentwurf","sitzt","usnotenbank","klubs","staaten","prognosen","gabriel"
"36","deutschland","ukraine","cent","hersteller","amerikanischen","recht","anleihen","massnahmen","arbeit","markt","veranstalter","wachstum","zahl","merz"
"37","facebook","cameron","jahr","thyssenkrupp","new","bildung","branche","handelsblatt","bisschen","street","geschaeftsfuehrer","wirtschaft","monaten","bayern"
"38","management","grossbritanniens","nachfrage","kunden","chinesen","macht","finanzkrise","betroffenen","alten","anlegern","tourismus","waehrungsfonds","gestiegen","merkels"
"39","mittelstand","insel","emissionen","branche","soldaten","geht","immobilienfonds","regierung","gibt","dow","universitaeten","europa","umfrage","politik"
"40","geschaeftsfuehrer","europaeische","wind","konkurrenten","dollar","system","deutschen","kosten","liebe","freitag","wm","regierung","erwarten","linke"
"41","informationen","ungarn","grad","vorjahr","russischen","verstehen","versicherungen","bundes","stunden","staatsanleihen","hochschule","finanzmaerkten","china","gerhard"
