"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6518","5.1855","4.926","7.1748","6.3751","10.9135","5.921","7.025","10.0409","9.3361","4.4193","7.0514","9.0969","5.8827"
"1","unternehmen","eu","gas","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","strom","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","partei"
"3","kunden","brexit","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","merkel"
"4","firmen","grossbritannien","oel","umsatz","chinas","politik","anleger","euro","frauen","dollar","muenchen","inflation","quartal","cdu"
"5","firma","russland","energiewende","mrd","peking","heute","kunden","arbeitgeber","mann","investoren","millionen","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","millionen","russland","gibt","euro","spd","menschen","analysten","hamburger","geldpolitik","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","mio","krieg","freiheit","immobilien","arbeitnehmer","frau","kurse","messe","notenbank","konjunktur","koalition"
"8","daten","britischen","co","gewinn","chinesischen","deutschland","geld","reform","eltern","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","preise","quartal","iran","soziale","sparkassen","eichel","familie","boersen","fc","fed","rueckgang","csu"
"10","digitale","briten","tonnen","unternehmen","obama","europa","versicherer","gewerkschaften","leute","anleihen","trainer","griechenland","deutsche","schroeder"
"11","mitarbeitern","london","wasserstoff","aktie","praesident","demokratie","wohnungen","ig","maenner","gold","berlin","iwf","entwicklung","kanzlerin"
"12","startups","parlament","industrie","geschaeft","washington","leben","zinsen","beschaeftigten","paar","punkten","saison","staatsanleihen","aufschwung","angela"
"13","google","premier","klimaschutz","jahr","land","globalisierung","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","pro","siemens","chinesische","sozialen","immobilie","berlin","heute","usa","fussball","draghi","deutlich","afd"
"15","ki","frankreich","eon","mill","bush","zukunft","rendite","unternehmen","erzaehlt","bank","berliner","italien","konsum","scholz"
"16","fuehrungskraefte","tuerkei","barrel","vorstandschef","irak","tun","aktien","arbeit","stadt","aktienmarkt","hochschulen","notenbanken","investitionen","parteien"
"17","branche","putin","kohle","rund","amerika","buerger","eigenkapital","kommunen","mutter","punkte","gaeste","dollar","arbeitsmarkt","waehler"
"18","software","pfund","verbraucher","analysten","ukraine","staat","kredite","muesse","spaeter","fed","studium","europaeischen","rezession","stoiber"
"19","intelligenz","moskau","preis","uebernahme","amerikaner","frage","markt","regelung","jahre","minus","mannschaft","euro","prognose","wahl"
"20","neue","may","produktion","geschaeftsjahr","putin","politischen","vermoegen","kommission","junge","rendite","sport","europaeische","erwartet","ministerpraesident"
"21","arbeiten","russischen","rwe","konzerns","staaten","wissen","altersvorsorge","rente","buch","papiere","verein","schulden","nachfrage","sozialdemokraten"
"22","unternehmens","europa","kraftwerke","bayer","praesidenten","bevoelkerung","commerzbank","gewerkschaft","tag","index","kunst","usa","oekonomen","wahlkampf"
"23","gruender","polen","erdgas","vw","xi","fragen","mieter","fordert","jungen","aktienmaerkte","messen","waehrung","weltwirtschaft","bundestag"
"24","mittelstaendler","referendum","erneuerbare","daimler","trumps","brauchen","mieten","gesetzlichen","kind","zinsen","reisen","rezession","erholung","seehofer"
"25","beispiel","russische","opec","volkswagen","regierung","marktwirtschaft","risiken","bahn","schule","experten","besucher","waehrungsunion","firmen","berlin"
"26","produkte","johnson","anlagen","verkauf","biden","verantwortung","kaeufer","clement","sohn","renditen","liga","finanzmaerkte","befragten","bundestagswahl"
"27","anbieter","landes","foerderung","aktionaere","donald","denken","kapital","betriebe","zeit","quartal","hotels","oekonomen","bip","opposition"
"28","unternehmer","praesident","landwirtschaft","lufthansa","uspraesident","beispiel","bafin","duerfen","geschichte","maerkte","fans","krise","anstieg","lindner"
"29","berater","koenigreich","ausbau","ersten","westen","sicherheit","renditen","regelungen","kindern","leitindex","euro","kredite","kommenden","gruene"
"30","geschaeft","premierminister","deutschland","bmw","israel","gerade","institute","vorschlag","macht","woche","touristen","zinssenkung","rechnet","liberalen"
"31","amazon","union","klimawandel","dollar","welt","herr","sparer","entwurf","alt","gewinne","koeln","leitzins","verbraucher","linken"
"32","telekom","austritt","kosten","konzernchef","sanktionen","politische","frankfurt","verfahren","hause","morgan","bundesliga","leitzinsen","plus","soeder"
"33","markt","italien","bauern","sap","demokraten","wissenschaft","private","massnahmen","uhr","wall","hotel","maerkte","vorjahr","regierung"
"34","chef","berlusconi","liter","ergebnis","republikaner","zeit","wirecard","sprecher","job","plus","klubs","wirtschaft","rechnen","amt"
"35","deutschland","sarkozy","cent","operative","afghanistan","wohlstand","risiko","urteil","sitzt","usnotenbank","mark","anleihen","prognosen","merz"
"36","familienunternehmen","ukraine","wasser","hersteller","amerikanischen","recht","anleihen","handelsblatt","arbeit","markt","veranstalter","wachstum","zahl","gabriel"
"37","facebook","cameron","emissionen","kunden","new","macht","branche","gesetzentwurf","bisschen","street","wm","staaten","gestiegen","bayern"
"38","management","europaeische","nachfrage","thyssenkrupp","chinesen","bildung","finanzkrise","betroffenen","alten","anlegern","tourismus","waehrungsfonds","monaten","merkels"
"39","technologie","ungarn","jahr","branche","soldaten","geht","immobilienfonds","kosten","gibt","dow","geschaeftsfuehrer","europa","umfrage","politik"
"40","mittelstand","grossbritanniens","wind","konkurrenten","russischen","buch","deutschen","bundes","liebe","freitag","universitaeten","regierung","erwarten","linke"
"41","nutzer","insel","gruene","basf","dollar","glaube","banker","bundestag","stunden","staatsanleihen","spiele","finanzmaerkten","china","mehrheit"
"42","geschaeftsfuehrer","kommission","bundesregierung","vorjahr","nato","system","versicherungen","regierung","konnte","boersianer","hannover","geld","stark","gerhard"
"43","informationen","argentinien","grad","operativen","russische","verstehen","investieren","laender","kirche","fondsmanager","klub","japan","vergleich","umfragen"
"44","microsoft","russlands","energieversorgung","boersengang","volksrepublik","richtig","vermieter","koalition","haus","aktienkurse","hochschule","finanzminister","duerfte","bundeskanzler"
"45","nutzen","frankreichs","bau","vergangenen","hongkong","angst","eigentuemer","regeln","frueher","aktienmaerkten","universitaet","yen","bruttoinlandsprodukt","ministerpraesidenten"
"46","innovationen","verhandlungen","umwelt","autos","indien","gesellschaftlichen","allianz","gericht","film","fiel","lesen","bank","zweiten","westerwelle"
"47","technik","paris","branche","boerse","region","politiker","darlehen","deutschland","alte","vergangenen","veranstaltungen","notenbanker","minus","stimmen"
"48","computer","politische","oelpreis","zahlen","amerikanische","arbeit","kredit","forderung","beruf","haendler","aussteller","konjunktur","exporte","kanzleramt"
"49","gibt","eustaaten","netz","aufsichtsrat","york","braucht","immobilienmarkt","geplante","lebt","aktienindex","quadratmeter","risiken","lage","habeck"
"50","apple","abkommen","hersteller","vorstand","amerikas","entscheidungen","anbieter","heisst","mensch","titel","kuenstler","weltwirtschaft","stimmung","kohl"
"51","technologien","eukommission","winter","unternehmens","landes","vertrauen","kfw","union","gut","erwartet","flughafen","inflationsrate","vergangenen","bundeskanzlerin"
