"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.5424","5.2623","4.7611","7.2519","6.224","10.9945","5.9906","7.0145","10.0748","9.4501","4.3618","7.223","9.0457","5.8033"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wachstum","merkel"
"3","kunden","brexit","oel","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wirtschaft","partei"
"4","firmen","grossbritannien","energien","umsatz","peking","politik","anleger","gesetz","mann","dollar","muenchen","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","spd","frauen","investoren","hamburger","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","mio","iran","gibt","geld","arbeitgeber","menschen","analysten","messe","notenbank","unternehmen","koalition"
"7","manager","land","erneuerbaren","millionen","obama","freiheit","euro","eichel","frau","boerse","millionen","inflation","konjunktur","gruenen"
"8","daten","britische","preise","gewinn","krieg","deutschland","immobilien","arbeitnehmer","eltern","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","washington","europa","versicherer","reform","familie","boersen","berlin","griechenland","rueckgang","schroeder"
"10","mitarbeitern","briten","tonnen","unternehmen","praesident","soziale","sparkassen","gewerkschaften","leute","anleihen","fc","fed","deutsche","csu"
"11","digitale","london","barrel","aktie","chinesischen","demokratie","zinsen","ig","maenner","gold","trainer","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","mill","russland","globalisierung","wohnungen","berlin","paar","punkten","saison","staatsanleihen","entwicklung","angela"
"13","startups","premier","pro","geschaeft","bush","sozialen","investoren","beschaeftigten","vater","aktie","spieler","draghi","investitionen","kanzler"
"14","digitalen","europaeischen","verbraucher","jahr","land","leben","rendite","metall","heute","aktienmarkt","berliner","euroraum","industrie","stoiber"
"15","branche","tuerkei","kohle","siemens","irak","staat","aktien","unternehmen","erzaehlt","punkte","hochschulen","italien","konsum","parteien"
"16","fuehrungskraefte","frankreich","klimaschutz","vorstandschef","amerika","buerger","eigenkapital","arbeit","mutter","usa","studium","dollar","deutlich","waehler"
"17","neue","putin","rwe","analysten","chinesische","tun","altersvorsorge","kommission","stadt","bank","fussball","euro","arbeitsmarkt","ministerpraesident"
"18","unternehmens","moskau","kraftwerke","uebernahme","amerikaner","zukunft","kredite","muesse","spaeter","minus","gaeste","europaeischen","rezession","wahl"
"19","mittelstaendler","russischen","preis","rund","staaten","frage","markt","regelung","buch","fed","verein","notenbanken","prognose","wahlkampf"
"20","software","pfund","opec","konzerns","praesidenten","politischen","immobilie","kommunen","jahre","papiere","messen","europaeische","erwartet","afd"
"21","anbieter","may","produktion","geschaeftsjahr","trumps","wissen","vermoegen","rente","junge","index","mannschaft","usa","oekonomen","sozialdemokraten"
"22","arbeiten","europa","industrie","daimler","regierung","fragen","risiken","gewerkschaft","tag","rendite","kunst","schulden","nachfrage","seehofer"
"23","gruender","russische","erdgas","bayer","putin","marktwirtschaft","commerzbank","gesetzlichen","kind","aktienmaerkte","liga","waehrung","erholung","bundestag"
"24","telekom","referendum","landwirtschaft","volkswagen","israel","bevoelkerung","kapital","clement","jungen","experten","besucher","waehrungsunion","weltwirtschaft","bundestagswahl"
"25","produkte","polen","bauern","vw","donald","beispiel","mieter","fordert","geschichte","quartal","euro","rezession","firmen","opposition"
"26","unternehmer","johnson","anlagen","aktionaere","uspraesident","brauchen","renditen","betriebe","zeit","woche","hotels","finanzmaerkte","bip","scholz"
"27","beispiel","landes","foerderung","verkauf","afghanistan","verantwortung","bafin","duerfen","schule","leitindex","reisen","zinssenkung","befragten","berlin"
"28","geschaeft","praesident","erneuerbare","lufthansa","xi","sicherheit","sparer","vorschlag","sohn","maerkte","koeln","kredite","anstieg","liberalen"
"29","chef","union","klimawandel","ersten","demokraten","denken","mieten","bahn","kindern","wall","sport","oekonomen","kommenden","gabriel"
"30","berater","austritt","liter","dollar","sanktionen","wissenschaft","wirecard","regelungen","macht","plus","touristen","krise","rechnet","amt"
"31","markt","koenigreich","ausbau","konzernchef","amerikanischen","politische","risiko","verfahren","hause","morgan","mark","leitzinsen","verbraucher","merkels"
"32","amazon","italien","jahr","bmw","new","wohlstand","institute","entwurf","alt","renditen","hotel","maerkte","plus","linken"
"33","facebook","premierminister","kosten","ergebnis","welt","recht","frankfurt","regierung","job","zinsen","veranstalter","anleihen","vorjahr","bayern"
"34","familienunternehmen","ukraine","wasserstoff","sap","republikaner","zeit","anleihen","handelsblatt","uhr","gewinne","klubs","staaten","prognosen","gerhard"
"35","geschaeftsfuehrer","berlusconi","nachfrage","operative","westen","gerade","private","sprecher","sitzt","street","bundesliga","wachstum","rechnen","politik"
"36","deutschland","sarkozy","wasser","thyssenkrupp","ukraine","bildung","kaeufer","urteil","arbeit","markt","fans","wirtschaft","zahl","gruene"
"37","mittelstand","cameron","oelpreis","branche","soldaten","herr","immobilienfonds","betroffenen","alten","dow","universitaeten","waehrungsfonds","monaten","regierung"
"38","management","grossbritanniens","deutschland","konkurrenten","dollar","macht","deutschen","bundestag","bisschen","usnotenbank","geschaeftsfuehrer","leitzins","gestiegen","mehrheit"
"39","nutzer","insel","energieversorgung","hersteller","chinesen","system","finanzkrise","kosten","gibt","anlegern","hochschule","regierung","umfrage","soeder"
