"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.5468","5.2733","4.739","7.2645","6.2164","11.0129","6.0015","7.0086","10.0733","9.4677","4.3535","7.2366","9.0127","5.7933"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","brexit","oel","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wachstum","merkel"
"3","kunden","regierung","gas","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wirtschaft","partei"
"4","firmen","grossbritannien","energien","umsatz","peking","politik","anleger","gesetz","mann","dollar","hamburger","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","spd","frauen","investoren","muenchen","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","mio","obama","gibt","geld","arbeitgeber","menschen","analysten","messe","notenbank","unternehmen","koalition"
"7","manager","land","erneuerbaren","millionen","iran","freiheit","euro","eichel","frau","boerse","millionen","inflation","konjunktur","gruenen"
"8","daten","britische","preise","gewinn","krieg","deutschland","immobilien","arbeitnehmer","eltern","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","washington","europa","versicherer","reform","familie","boersen","berlin","griechenland","rueckgang","schroeder"
"10","mitarbeitern","briten","tonnen","unternehmen","praesident","soziale","sparkassen","gewerkschaften","leute","anleihen","saison","fed","deutsche","csu"
"11","digitale","london","barrel","aktie","chinesischen","globalisierung","zinsen","ig","maenner","gold","fc","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","mill","bush","demokratie","investoren","berlin","vater","punkten","trainer","staatsanleihen","entwicklung","angela"
"13","digitalen","premier","pro","geschaeft","russland","sozialen","wohnungen","metall","paar","aktie","spieler","draghi","investitionen","kanzler"
"14","startups","tuerkei","verbraucher","jahr","irak","leben","rendite","beschaeftigten","heute","aktienmarkt","berliner","euroraum","industrie","stoiber"
"15","branche","europaeischen","kohle","siemens","land","staat","aktien","unternehmen","erzaehlt","punkte","hochschulen","italien","konsum","parteien"
"16","fuehrungskraefte","frankreich","rwe","vorstandschef","amerika","buerger","eigenkapital","arbeit","mutter","usa","studium","dollar","deutlich","waehler"
"17","neue","putin","klimaschutz","analysten","chinesische","tun","altersvorsorge","kommission","stadt","bank","fussball","euro","arbeitsmarkt","ministerpraesident"
"18","unternehmens","moskau","kraftwerke","uebernahme","amerikaner","zukunft","vermoegen","muesse","spaeter","fed","gaeste","europaeischen","prognose","wahl"
"19","mittelstaendler","russischen","preis","rund","staaten","frage","markt","regelung","buch","minus","verein","notenbanken","rezession","wahlkampf"
"20","software","may","opec","konzerns","praesidenten","politischen","kredite","kommunen","jahre","papiere","messen","europaeische","erwartet","sozialdemokraten"
"21","anbieter","pfund","produktion","geschaeftsjahr","trumps","wissen","risiken","rente","junge","index","mannschaft","usa","oekonomen","afd"
"22","arbeiten","europa","industrie","daimler","regierung","fragen","immobilie","gewerkschaft","tag","rendite","kunst","waehrung","nachfrage","seehofer"
"23","telekom","russische","landwirtschaft","bayer","israel","marktwirtschaft","commerzbank","gesetzlichen","kind","aktienmaerkte","liga","schulden","erholung","bundestag"
"24","gruender","referendum","bauern","volkswagen","donald","bevoelkerung","kapital","clement","jungen","experten","euro","waehrungsunion","weltwirtschaft","bundestagswahl"
"25","produkte","polen","foerderung","vw","uspraesident","beispiel","renditen","fordert","geschichte","woche","hotels","finanzmaerkte","firmen","opposition"
"26","unternehmer","johnson","klimawandel","aktionaere","putin","brauchen","mieter","betriebe","zeit","quartal","besucher","rezession","bip","scholz"
"27","beispiel","praesident","erdgas","verkauf","afghanistan","sicherheit","sparer","duerfen","schule","leitindex","reisen","zinssenkung","befragten","berlin"
"28","geschaeft","landes","erneuerbare","lufthansa","demokraten","denken","bafin","vorschlag","sohn","maerkte","koeln","kredite","anstieg","gabriel"
"29","chef","union","anlagen","ersten","amerikanischen","verantwortung","mieten","regelungen","kindern","wall","sport","krise","kommenden","liberalen"
"30","berater","austritt","liter","dollar","new","wissenschaft","wirecard","bahn","macht","plus","mark","oekonomen","rechnet","merkels"
"31","markt","italien","jahr","konzernchef","sanktionen","politische","risiko","verfahren","hause","morgan","touristen","maerkte","verbraucher","amt"
"32","amazon","koenigreich","kosten","bmw","republikaner","recht","institute","entwurf","job","gewinne","hotel","staaten","plus","linken"
"33","facebook","ukraine","ausbau","ergebnis","welt","wohlstand","frankfurt","regierung","alt","renditen","veranstalter","wachstum","vorjahr","gerhard"
"34","geschaeftsfuehrer","premierminister","nachfrage","sap","xi","zeit","anleihen","handelsblatt","sitzt","zinsen","klubs","leitzinsen","prognosen","bayern"
"35","familienunternehmen","berlusconi","wasser","operative","westen","gerade","private","betroffenen","arbeit","dow","fans","anleihen","rechnen","politik"
"36","deutschland","sarkozy","wasserstoff","thyssenkrupp","soldaten","bildung","kaeufer","bundestag","uhr","street","bundesliga","wirtschaft","zahl","gruene"
"37","mittelstand","cameron","oelpreis","branche","dollar","herr","immobilienfonds","urteil","bisschen","markt","universitaeten","waehrungsfonds","gestiegen","mehrheit"
"38","management","grossbritanniens","bau","konkurrenten","chinesen","macht","deutschen","sprecher","alten","freitag","geschaeftsfuehrer","leitzins","monaten","regierung"
"39","nutzer","russlands","branche","hersteller","ukraine","system","finanzkrise","koalition","gibt","usnotenbank","hochschule","geld","umfrage","soeder"
"40","informationen","insel","dollar","kunden","nato","glaube","versicherungen","kosten","liebe","anlegern","universitaet","regierung","exporte","westerwelle"
"41","intelligenz","europaeische","emissionen","vorjahr","hongkong","geht","investieren","deutschland","kirche","boersianer","tourismus","finanzmaerkten","erwarten","linke"
"42","nutzen","argentinien","deutschland","operativen","york","arbeit","banker","gesetzentwurf","film","staatsanleihen","quadratmeter","europa","zweiten","ministerpraesidenten"
"43","computer","ungarn","energieversorgung","boersengang","amerikanische","verstehen","branche","massnahmen","konnte","aktienkurse","veranstaltungen","japan","bruttoinlandsprodukt","umfragen"
"44","technik","politische","umwelt","boerse","george","politiker","allianz","bundes","stunden","haendler","aussteller","yen","china","kohl"
"45","apple","kommission","cent","autos","amerikas","angst","investment","union","frueher","fondsmanager","hannover","finanzminister","stark","bundeskanzler"
"46","microsoft","frankreichs","grad","vergangenen","biden","buch","vermieter","mindestlohn","alte","fiel","  ","konjunktur","duerfte","bundeskanzlerin"
"47","gibt","verhandlungen","wind","zahlen","region","vertrauen","hedgefonds","forderung","haus","aktienmaerkten","klub","trichet","stimmung","muentefering"
"48","berger","eustaaten","gold","basf","russischen","richtig","anbieter","geplante","beruf","aktienindex","spiele","bank","vergleich","macron"
"49","innovationen","paris","bp","ag","landes","gesellschaftlichen","investiert","gesetzgeber","geht","titel","senat","risiken","vergangenen","stimmen"
"50","business","eukommission","hersteller","unternehmens","syrien","generation","kredit","milliarden","gut","vergangenen","flughafen","weltwirtschaft","minus","lindner"
"51","technologie","erdogan","rund","aufsichtsrat","vereinigten","rolle","ertraege","forderte","lebt","notierte","dortmund","notenbanker","halbjahr","laschet"
"52","netz","brasilien","rohstoffe","halbjahr","europaeer","autor","investmentbanking","gericht","kunst","commerzbank","hoeness","bernanke","lage","merz"
"53","werbung","praesidenten","netz","vorstand","russische","entscheidungen","jahren","laender","gefuehl","erwartet","bachelor","inflationsrate","arbeitslosigkeit","schaeuble"
"54","neuen","konservativen","erdoel","hauptversammlung","volksrepublik","kapitalismus","darlehen","gesetzliche","gerne","mdax","hansestadt","spanien","wirtschaftsforschung","kanzleramt"
"55","technologien","abkommen","millionen","fusion","barack","grenzen","kaufen","bundesrat","mensch","euro","bremen","greenspan","ersten","minister"
"56","gerade","theresa","erde","bank","indien","darf","kfw","rentenversicherung","kopf","analyst","urlauber","regierungen","wirtschaftswachstum","politischen"
"57","partner","regierungschef","tonne","verlust","armee","braucht","eigentuemer","bundesfinanzminister","fragt","verlor","kuenstler","finanzkrise","wirtschaftsleistung","fraktion"
"58","beratung","franzosen","kohlendioxid","mitarbeiter","beziehungen","aufgabe","preise","regeln","angst","jones","gmbh","milliarden","steigen","steinbrueck"
"59","industrie","mehrheit","nord","dividende","moskau","geschichte","privaten","vorschlaege","ging","zaehler","tui","usnotenbank","branchen","gewaehlt"
"60","deutschen","hollande","bundesregierung","air","clinton","jahrhundert","bieten","patienten","bilder","erholung","absolventen","duisenberg","eurozone","schulz"
"61","deutsche","politischen","gruene","airbus","arabischen","handeln","privatanleger","heisst","strasse","kurs","spielen","chefvolkswirt","institut","horst"
"62","online","regierungschefs","megawatt","porsche","europa","lernen","finanzaufsicht","oeffentlichen","erinnert","goldman","vereine","zinssenkungen","rund","parteichef"
"63","konzerne","chirac","markt","aktienkurs","gewalt","oekonomischen","beispielsweise","kassen","namen","konjunkturdaten","wm","bundesbank","trotz","sonntag"
"64","beispielsweise","premierministerin","jahren","autobauer","militaerische","kultur","lebensversicherung","arbeitsplaetze","tod","deutlich","muenchner","griechischen","jahres","parteitag"
"65","unternehmensberatung","sozialisten","kernenergie","markt","weissen","begriff","geschaeft","koenne","lang","donnerstag","league","zentralbanken","usa","linkspartei"
"66","siemens","franzoesischen","versorger","gesamtjahr","westlichen","debatte","anlegern","kritisierte","wissen","rund","master","preisstabilitaet","niveau","landtag"
"67","cloud","europas","stream","kaeser","fuehrung","integration","ackermann","einfuehrung","karriere","maerkten","schueler","griechenlands","insgesamt","wahlen"
"68","ag","wladimir","benzin","sparte","nordkorea","institutionen","institut","arbeitsmarkt","maedchen","notenbanken","hsv","waehrungshueter","punkte","edmund"
"69","kommunikation","spanien","autos","opel","nahen","veraenderungen","kapitalmarkt","bdi","geboren","unternehmen","stuttgart","lagarde","gesunken","landtagswahl"
"70","studie","partei","mengen","tochter","w","ordnung","geldanlage","umsetzung","essen","bundesanleihen","zwei","griechische","aussichten","koalitionspartner"
"71","silicon","beitritt","eeg","management","politische","gefuehl","wertpapiere","eukommission","musik","jp","uni","ezbpraesident","folge","kandidaten"
"72","sap","tuerkische","atomkraftwerke","knapp","taliban","laesst","immobilienmarkt","geplanten","roman","goldpreis","platz","ezbrat","preise","abgeordneten"
"73","job","de","erwaermung","abschreibungen","terror","gesellschaftliche","geldhaeuser","finanzminister","glueck","dienstag","sommer","deflation","wirtschaftliche","buendnis"
"74","haeufig","boris","energiepolitik","analyst","terroristen","interessen","transaktionen","erhalten","all","stimmung","team","athen","export","bundesregierung"
"75","startup","wahlen","tiere","stieg","militaer","jahrhunderts","investments","wirtschaftsminister","kennt","verluste","rund","geldpolitischen","volkswirtschaft","politiker"
"76","thema","bruesseler","landwirte","uebernahmen","frieden","ueberhaupt","deutsche","rechtsunsicherheit","reden","erwarten","urlaub","laender","konjunkturelle","politische"
"77","kollegen","londoner","lebensmittel","finanzvorstand","militaerischen","falsch","wert","darf","gesagt","verloren","frankfurt","portugal","produktion","steinmeier"
"78","bereich","franzoesische","kilometer","gm","osten","finden","verkauf","cdu","geld","stieg","olympischen","euros","einbruch","rotgruen"
"79","arbeitgeber","aussenminister","gruenen","erwartet","westliche","schaffen","unternehmen","kritik","freunde","bonds","bau","federal","steigende","regieren"
"80","kunde","iwf","stromerzeugung","weltweit","regime","wissenschaftler","miete","gutachten","the","duerfte","stadion","mario","einzelhandel","helmut"
"81","heute","tuerkischen","kohlekraftwerke","fahrzeuge","jinping","gerechtigkeit","finanzierung","mrd","gern","duerften","sponsoren","liquiditaet","studie","debatte"
"82","wettbewerb","binnenmarkt","shell","kosten","kongress","fuehrt","quadratmeter","vorgaben","schueler","wert","nuernberg","massnahmen","erwartungen","kabinett"
"83","produkt","madrid","winter","finanzchef","terrorismus","weise","produkte","hartz","lesen","new","wohnungen","zinserhoehung","haushalte","buergermeister"
"84","chefs","opposition","investitionen","insgesamt","wto","forschung","ikb","beitraege","kleine","mittwoch","semester","eurolaender","wachsen","rede"
"85","maschinen","juncker","energietraeger","verkauft","mexiko","probleme","wohnung","millionen","art","unsicherheit","drei","irland","konsumenten","wirtschaftsminister"
"86","valley","italiens","energiewirtschaft","gestern","politischen","herausforderungen","portfolio","fall","wort","zehnjaehrigen","galerien","erholung","staerker","themen"
"87","media","tories","fleisch","manager","truppen","dinge","jain","aerzte","erzaehlen","oelpreis","veranstaltung","eurostaaten","volkswirte","berliner"
"88","mittelstaendische","wirtschaft","klima","gut","teheran","glauben","laufzeit","kuendigungsschutz","gesicht","geldpolitik","schulen","weidmann","zuwachs","konservativen"
"89","innovation","neuwahlen","erneuerbarer","marken","taiwan","oekonomische","bonitaet","fordern","augen","stand","thomas","reformen","einschaetzung","fischer"
"90","vorstand","england","versorgungssicherheit","teilte","kim","fortschritt","milliarden","minister","gemacht","zaehlern","schalke","schaeuble","leicht","nordrheinwestfalen"
"91","digital","reformen","atomkraft","audi","usregierung","ungleichheit","kosten","ministerium","arbeiten","knapp","duesseldorf","senken","zahlen","wolfgang"
"92","buero","le","kuenast","steuern","demokratie","problem","landesbanken","hans","los","marke","galerie","uswirtschaft","oecd","buerger"
"93","it","nordirland","betreiber","laufenden","konflikt","neue","makler","forderungen","lehrer","indizes","meter","griechen","diw","wulff"
"94","arbeitet","russen","weltweit","muenchener","saudiarabien","werte","hohe","bundesagentur","stolz","gestiegen","studierenden","unsicherheit","sank","parlament"
"95","anbieten","kontinent","kernkraftwerke","marke","krieges","idee","kauf","kritisiert","maennern","vermoegensverwalter","pro","anleihekaeufe","bruttoinlandsprodukts","ruettgers"
"96","geschaeftsmodelle","irland","e","produktion","suedkorea","wandel","aktienfonds","behoerden","familien","uswirtschaft","polizei","notenbankchef","optimismus","schroeders"
"97","stellen","mitgliedstaaten","betrieb","loescher","nationen","politisch","regel","rentner","draussen","markets","leipzig","reserve","milliarden","muesse"
"98","fragen","stimmen","fossilen","wettbewerber","verbuendeten","mag","konditionen","behoerde","irgendwann","montag","berlins","glaeubiger","ausgaben","mueller"
"99","bertelsmann","auslaendische","emissionshandel","monaten","partei","mensch","beispiel","klage","wusste","strategen","spiel","geldmenge","laut","bundespraesident"
"100","gut","monti","stromversorgung","airlines","asien","einzelnen","krediten","beschlossen","ddr","kursen","champions","finanzsystem","krise","franz"
"101","gmbh","parteien","produzieren","absatz","pakistan","fehler","grossbanken","zusaetzliche","schoen","sachs","abgesagt","gefahr","steigenden","spdchef"
"102","aufsichtsrat","korruption","kupfer","drei","islamischen","bundesrepublik","muenchen","staat","generation","stark","tuerkei","verschuldung","instituts","pds"
"103","geraete","europaeer","iea","chrysler","obamas","moderne","wohnen","solle","zwei","s","kunstmarkt","japans","vormonat","koch"
"104","kuenstliche","brown","strompreise","deutlich","saddam","sinne","zehn","arbeitslosen","buero","kursgewinne","borussia","oekonom","privaten","waehlen"
"105","gute","abstimmung","mill","prognose","internationale","art","haeuser","industrie","jahren","p","hauptstadt","vertrauen","ausland","csuchef"
"106","geht","finanzminister","fukushima","fluggesellschaft","japan","aengste","gibt","vorhaben","alter","konjunktur","hamburgs","esm","experten","kritik"
"107","umsatz","kreml","rohoel","ebit","afrika","bedeutet","landesbank","foerderung","publikum","china","gebaeude","maerkten","dihk","finanzminister"
"108","weltweit","putins","energieagentur","bilanz","aussenpolitik","antwort","kunde","beschaeftigung","abend","stanley","stattfinden","euroland","abschwung","roesler"
"109","belegschaft","verfassung","fass","aktionaeren","waffen","realitaet","hohen","vorliegt","schriftsteller","steigende","sammler","investoren","durchschnitt","landtagswahlen"
"110","geschaeftsmodell","ministerpraesident","stahl","rechnet","aegypten","sozialer","lebensversicherungen","steuer","arbeitet","usdollar","barcelona","staatsverschuldung","beschaeftigung","rotgruenen"
"111","technischen","konservative","teyssen","umsatzes","nation","entwicklung","verluste","haushalt","heimat","stoxx","professoren","volkswirte","branche","wolle"
"112","branchen","mrd","pflanzen","erwirtschaftet","internationalen","umgang","gebuehren","hoehe","mag","nasdaq","bundesweit","italienischen","naechsten","lafontaine"
"113","schnell","beziehungen","klimawandels","milliarde","kampf","leute","westlb","krankenkassen","ersten","inflation","a","italienische","gegenueber","abgeordnete"
"114","betrieb","deal","gigawatt","belegschaft","iranischen","eigene","kreditinstitute","staatliche","tun","york","studiengaenge","billionen","konjunkturellen","olaf"
"115","ki","ankara","teurer","minus","russlands","bedeutung","verkaufen","koalitionsvertrag","freund","hsbc","ausbildung","wirtschaftsleistung","dritten","gegner"
"116","netzwerk","schottland","jaehrlich","marktfuehrer","li","strukturen","dresdner","vorschriften","sitzen","anstieg","reiseveranstalter","italiens","prozentpunkte","fraktionschef"
"117","mittelstaendischen","blair","anlage","autoindustrie","john","wirklichkeit","basel","zahlen","laesst","nachmittag","zuschauer","preise","lag","thema"
"118","post","gazprom","saudiarabien","henkel","vereinten","fuehren","einlagen","beschaeftigte","gerade","fonds","besuchern","wechselkurs","laufenden","sigmar"
"119","arbeit","umfragen","meter","laufende","westens","geworden","rating","richter","dinge","deutsche","st","waehrungen","kurzarbeit","habeck"
"120","homeoffice","staaten","fahrzeuge","general","pekings","fluechtlinge","verkauft","iv","minuten","kursverluste","spanien","basispunkte","trend","beck"
"121","wirtschaftspruefer","einigung","teuer","wegen","russen","oekonomie","versicherungswirtschaft","bundesverband","gott","steigen","studieren","washington","stieg","koehler"
"122","team","staatspraesident","kilowattstunde","vorjahreszeitraum","auslaendische","sinn","lebensversicherer","wolfgang","kollegen","steigenden","teams","finanzpolitik","vierten","legislaturperiode"
"123","datenschutz","kiew","windkraft","nettogewinn","demokratischen","medien","mrd","bundeswirtschaftsminister","polizei","investment","buergermeister","eurokrise","unsicherheiten","reformen"
"124","angebote","abgeordneten","fossile","zukaeufe","iranische","zeiten","estate","arbeitslosengeld","leuten","lag","deutschen","zinsschritt","prognostiziert","kandidat"
"125","wissen","  ","diesel","monsanto","wladimir","diskussion","jahre","arbeitslose","tochter","gestern","koelner","amerikanische","zulegen","ruecktritt"
"126","meist","david","reaktoren","erloese","abkommen","weit","haus","gesetzlich","welt","rezession","angebot","institute","ifoinstitut","frau"
"127","plattform","labour","produkte","anteile","volk","oeffentlichkeit","equity","lohn","kurz","asset","teilnehmer","geldpolitische","ausfuhren","aussenminister"
"128","erfolg","lateinamerika","sonne","kuendigte","uspraesidenten","all","finanzbranche","pruefen","fernsehen","zugelegt","ort","amerikanischen","sechs","vorsitzenden"
"129","konkurrenz","slowakei","hektar","steigern","israels","erfolg","anlage","steuerreform","journalisten","monaten","bewerber","of","zeigt","waehlern"
"130","kleine","moskauer","china","marktanteil","chinesischer","genau","investmentfonds","klagen","lieber","legte","staedte","wirtschaftswachstum","maschinenbau","grosse"
"131","ideen","barroso","energiekonzerne","autohersteller","strafzoelle","besteht","jahr","steuern","lebens","merrill","vereins","ezbchef","angesichts","runde"
"132","verlage","griechenland","verbrauch","mitarbeitern","weisse","ideen","anteil","bundeslaender","steht","dz","premiere","jeanclaude","bundesregierung","badenwuerttemberg"
"133","qualitaet","rumaenien","pipeline","winterkorn","bevoelkerung","antworten","geldhaus","aenderungen","deutsch","schwellenlaendern","mio","japanische","duerften","land"
"134","service","tschechien","gebaut","continental","reich","mittelschicht","erwirtschaften","schmidt","fand","fielen","branche","erhoehen","optimistisch","baerbock"
"135","knowhow","spanischen","preisen","kapitalerhoehung","anschlaege","reformen","anlegen","hundt","klingt","stiegen","zahl","schuldenkrise","hohen","gesagt"
"136","hersteller","medwedjew","wald","verkaufen","zoelle","erleben","hoehere","verdi","tage","lynch","ausstellungen","niedrigen","weltkonjunktur","guido"
"137","sat","nationalen","vattenfall","umsaetze","september","chance","vermoegensverwaltung","streit","nacht","meint","kiel","tsipras","knapp","generalsekretaer"
"138","rtl","rom","energy","bosch","amerikanern","herausforderung","niedrigen","wirtschaft","findet","notiert","plaetze","sitzung","laendern","innenminister"
"139","produkten","wahl","kraftwerken","geplant","putins","verhalten","objekte","buerger","buecher","wochen","gebaut","land","auswirkungen","nrw"
"140","bietet","parlamentswahlen","erderwaermung","metro","bushs","fehlt","verbraucherzentrale","antrag","lange","nachrichten","flaeche","steigen","statistische","links"
"141","befragten","schweiz","autofahrer","angaben","haus","gegenteil","verbraucherschuetzer","hiess","bruder","gemeinschaftswaehrung","start","kreditvergabe","unsicherheit","reihen"
"142","entwickeln","brexits","produzenten","zweiten","kalten","sozial","ubs","gelten","bild","bundesanleihe","arena","gesenkt","wachstums","regiert"
"143","investieren","pen","region","hiess","anschlaegen","wettbewerb","liquiditaet","gesetzes","geworden","finanzmaerkten","berichtet","folgen","daten","niederlage"
"144","standort","euaustritt","zehn","konzerne","sicherheit","vielmehr","papiere","altmaier","kultur","talfahrt","ag","japanischen","einkommen","bund"
"145","gegruendet","josé","schiffe","dritten","sieg","erkennen","rund","erbschaftsteuer","dorf","positive","werder","niedrig","laufende","regierungschef"
"146","roland","vereinigte","technologien","plus","angriff","geben","frankfurter","zeitarbeit","hoert","juengsten","oesterreich","lage","gewachsen","christdemokraten"
"147","eigene","investoren","umweltminister","boeing","laender","loesen","erzielen","verordnung","verlag","unten","jahr","schuldenschnitt","binnennachfrage","juergen"
"148","konkurrenten","vertrag","oekologischen","kerngeschaeft","hauptstadt","form","real","zahl","studiert","waehrungen","angaben","alan","sinken","hessen"
"149","entwickelt","waehrung","russland","angekuendigt","schanghai","solidaritaet","hoehe","loesung","geschrieben","yen","projekt","strukturreformen","bundesamt","volkspartei"
"150","genau","italienische","gentechnik","ende","demokratische","land","versicherung","recht","kennen","schwankungen","region","volkswirtschaften","arbeitslosenquote","bayerische"
"151","dienstleistungen","unterhaus","windraeder","groessten","kabul","generationen","riesterrente","kompromiss","begann","investmentbank","stiftung","internationalen","april","fluechtlinge"
"152","plattformen","minister","kanada","sank","hussein","natur","gesellschaften","moeglich","erlebt","depot","buchungen","stabilitaet","institute","sachsen"
"153","erfahrung","zollunion","gefoerdert","neun","joe","laendern","vermoegensverwalter","arbeitnehmern","dachte","waehrung","flaechen","null","hohe","christian"
"154","beschaeftigten","polnischen","nordsee","groesste","bagdad","fuehlen","beteiligungen","erklaerte","erste","unternehmensanleihen","museen","hoehere","belebung","frage"
"155","erfolgreich","la","windparks","lag","korruption","grosse","aktionaere","betonte","jugend","handel","reise","staatsschulden","iw","reden"
"156","vertrieb","nicolas","produziert","trotz","polizei","thema","zins","gefordert","wohnung","feinunze","olympia","stark","gfk","vorsitzende"
"157","taetig","verbleib","atomausstieg","konnte","israelischen","funktioniert","anlagen","gebe","auto","kletterte","abitur","defizit","positive","liberale"
"158","konzern","unabhaengigkeit","stadtwerke","mercedes","treffen","politischer","geschaeftsfuehrer","dihk","ort","rechnen","fach","fedchef","jahren","huber"
