"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6651","5.1875","4.9778","7.152","6.4297","10.931","5.8676","7.025","9.9736","9.309","4.435","6.9808","9.1237","5.9422"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","partei"
"3","kunden","grossbritannien","energien","milliarden","usa","gesellschaft","fonds","gesetz","kinder","dax","studenten","inflation","wachstum","merkel"
"4","firmen","brexit","oel","umsatz","chinas","politik","anleger","euro","frauen","dollar","muenchen","banken","quartal","cdu"
"5","firma","bruessel","energiewende","mrd","peking","heute","kunden","arbeitgeber","mann","investoren","millionen","zinsen","deutschland","fdp"
"6","internet","russland","energie","millionen","russland","gibt","euro","spd","menschen","analysten","messe","geldpolitik","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","gewinn","krieg","deutschland","immobilien","reform","frau","kurse","hamburger","notenbank","konjunktur","koalition"
"8","daten","britischen","co","mio","chinesischen","freiheit","geld","arbeitnehmer","eltern","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","wasserstoff","quartal","iran","demokratie","wohnungen","eichel","familie","boersen","fc","fed","rueckgang","csu"
"10","ki","briten","preise","unternehmen","praesident","soziale","sparkassen","gewerkschaften","leute","anleihen","trainer","griechenland","deutsche","schroeder"
"11","digitale","london","industrie","aktie","obama","europa","versicherer","ig","maenner","gold","saison","iwf","entwicklung","afd"
"12","startups","frankreich","tonnen","geschaeft","washington","leben","zinsen","beschaeftigten","paar","aktie","berlin","staatsanleihen","industrie","scholz"
"13","mitarbeitern","parlament","klimaschutz","jahr","chinesische","sozialen","investoren","metall","vater","punkten","spieler","euroraum","konsum","kanzler"
"14","google","premier","pro","siemens","land","globalisierung","immobilie","unternehmen","heute","usa","fussball","italien","aufschwung","kanzlerin"
"15","digitalen","europaeischen","kohle","mill","ukraine","tun","rendite","berlin","erzaehlt","bank","berliner","draghi","investitionen","angela"
