"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.5812","5.2465","4.7919","7.2384","6.2224","10.9682","5.9883","7.0152","10.0582","9.4465","4.3768","7.2008","9.0638","5.8018"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","oel","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","energien","umsatz","peking","politik","anleger","gesetz","mann","dollar","muenchen","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","spd","frauen","investoren","hamburger","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","mio","krieg","gibt","euro","arbeitgeber","menschen","analysten","messe","inflation","unternehmen","koalition"
"7","manager","britische","erneuerbaren","millionen","iran","freiheit","geld","eichel","frau","boerse","millionen","notenbank","konjunktur","gruenen"
"8","daten","land","preise","gewinn","obama","deutschland","immobilien","arbeitnehmer","eltern","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","washington","europa","versicherer","reform","familie","boersen","berlin","griechenland","rueckgang","schroeder"
"10","mitarbeitern","briten","tonnen","unternehmen","russland","soziale","sparkassen","gewerkschaften","leute","anleihen","fc","fed","deutsche","csu"
"11","digitale","london","barrel","aktie","chinesischen","demokratie","zinsen","ig","maenner","gold","spieler","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","geschaeft","praesident","globalisierung","wohnungen","beschaeftigten","paar","punkten","trainer","staatsanleihen","entwicklung","angela"
"13","startups","premier","pro","mill","bush","sozialen","investoren","metall","vater","aktie","saison","euroraum","investitionen","kanzler"
"14","digitalen","europaeischen","verbraucher","jahr","land","leben","rendite","berlin","heute","aktienmarkt","berliner","draghi","industrie","parteien"
"15","fuehrungskraefte","tuerkei","kohle","siemens","irak","staat","aktien","unternehmen","erzaehlt","punkte","fussball","italien","konsum","stoiber"
"16","branche","frankreich","rwe","vorstandschef","amerika","buerger","eigenkapital","arbeit","mutter","usa","hochschulen","dollar","deutlich","waehler"
"17","neue","putin","klimaschutz","analysten","chinesische","zukunft","altersvorsorge","kommission","stadt","bank","studium","euro","rezession","ministerpraesident"
"18","unternehmens","moskau","preis","rund","amerikaner","tun","immobilie","muesse","spaeter","fed","gaeste","europaeischen","prognose","wahl"
"19","software","pfund","kraftwerke","uebernahme","staaten","frage","kredite","regelung","buch","minus","mannschaft","notenbanken","arbeitsmarkt","afd"
