"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6426","5.1988","4.9254","7.1772","6.3511","10.8989","5.9298","7.0266","10.0385","9.3472","4.4268","7.0649","9.0875","5.8846"
"1","unternehmen","eu","gas","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","strom","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","partei"
"3","kunden","brexit","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","merkel"
"4","firmen","grossbritannien","oel","umsatz","chinas","politik","anleger","euro","mann","dollar","muenchen","inflation","quartal","cdu"
"5","firma","russland","energiewende","mrd","peking","heute","kunden","arbeitgeber","frauen","investoren","millionen","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","millionen","russland","gibt","euro","spd","menschen","analysten","hamburger","geldpolitik","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","mio","krieg","freiheit","immobilien","arbeitnehmer","frau","kurse","messe","notenbank","konjunktur","koalition"
"8","daten","britischen","co","gewinn","chinesischen","deutschland","geld","reform","familie","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","preise","quartal","iran","soziale","sparkassen","eichel","eltern","boersen","fc","fed","rueckgang","csu"
"10","digitale","briten","tonnen","unternehmen","obama","europa","versicherer","gewerkschaften","leute","anleihen","berlin","griechenland","deutsche","schroeder"
"11","mitarbeitern","london","wasserstoff","aktie","praesident","demokratie","wohnungen","ig","maenner","gold","trainer","iwf","entwicklung","kanzlerin"
"12","startups","parlament","industrie","geschaeft","washington","leben","zinsen","beschaeftigten","paar","punkten","saison","staatsanleihen","aufschwung","angela"
"13","google","premier","klimaschutz","jahr","land","globalisierung","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","pro","siemens","bush","sozialen","rendite","berlin","heute","usa","fussball","draghi","konsum","afd"
"15","ki","frankreich","eon","mill","chinesische","zukunft","immobilie","unternehmen","erzaehlt","bank","berliner","italien","deutlich","scholz"
"16","fuehrungskraefte","tuerkei","barrel","vorstandschef","irak","tun","aktien","arbeit","stadt","aktienmarkt","hochschulen","notenbanken","investitionen","parteien"
"17","branche","putin","kohle","rund","amerika","buerger","eigenkapital","kommunen","mutter","punkte","gaeste","dollar","arbeitsmarkt","waehler"
"18","software","pfund","verbraucher","analysten","amerikaner","staat","kredite","regelung","spaeter","fed","studium","europaeischen","rezession","stoiber"
"19","neue","moskau","produktion","uebernahme","ukraine","frage","markt","muesse","jahre","minus","mannschaft","euro","erwartet","wahl"
"20","intelligenz","may","preis","geschaeftsjahr","staaten","politischen","vermoegen","kommission","junge","papiere","sport","europaeische","prognose","ministerpraesident"
"21","arbeiten","russischen","rwe","konzerns","putin","wissen","altersvorsorge","rente","buch","rendite","verein","schulden","nachfrage","sozialdemokraten"
"22","unternehmens","europa","kraftwerke","bayer","praesidenten","bevoelkerung","commerzbank","gewerkschaft","tag","index","kunst","usa","oekonomen","wahlkampf"
"23","mittelstaendler","polen","erdgas","daimler","trumps","fragen","mieter","fordert","jungen","aktienmaerkte","messen","waehrung","weltwirtschaft","bundestag"
"24","gruender","russische","erneuerbare","vw","xi","marktwirtschaft","mieten","gesetzlichen","kind","zinsen","reisen","rezession","erholung","seehofer"
"25","beispiel","referendum","opec","volkswagen","regierung","brauchen","risiken","bahn","schule","experten","besucher","waehrungsunion","firmen","berlin"
"26","produkte","johnson","anlagen","verkauf","donald","verantwortung","kaeufer","clement","sohn","quartal","liga","finanzmaerkte","befragten","bundestagswahl"
"27","anbieter","landes","foerderung","aktionaere","biden","beispiel","kapital","betriebe","zeit","renditen","hotels","oekonomen","bip","opposition"
"28","unternehmer","praesident","landwirtschaft","lufthansa","uspraesident","denken","bafin","duerfen","geschichte","maerkte","fans","krise","anstieg","lindner"
"29","berater","koenigreich","ausbau","ersten","westen","sicherheit","renditen","regelungen","kindern","leitindex","euro","kredite","kommenden","liberalen"
"30","geschaeft","premierminister","deutschland","bmw","israel","gerade","sparer","vorschlag","macht","woche","touristen","zinssenkung","rechnet","gruene"
"31","amazon","austritt","klimawandel","dollar","sanktionen","politische","institute","entwurf","alt","morgan","koeln","leitzins","verbraucher","linken"
"32","telekom","union","kosten","konzernchef","welt","herr","frankfurt","verfahren","hause","gewinne","bundesliga","maerkte","plus","regierung"
"33","markt","italien","bauern","sap","demokraten","wissenschaft","private","urteil","uhr","wall","hotel","leitzinsen","vorjahr","soeder"
"34","chef","berlusconi","liter","ergebnis","republikaner","zeit","wirecard","sprecher","job","plus","klubs","anleihen","rechnen","amt"
"35","familienunternehmen","sarkozy","wasser","operative","afghanistan","wohlstand","risiko","massnahmen","sitzt","usnotenbank","mark","staaten","prognosen","merz"
"36","deutschland","ukraine","cent","hersteller","amerikanischen","recht","anleihen","handelsblatt","arbeit","markt","veranstalter","wachstum","zahl","gabriel"
"37","facebook","cameron","emissionen","kunden","new","macht","branche","gesetzentwurf","bisschen","street","wm","wirtschaft","monaten","bayern"
"38","management","ungarn","nachfrage","branche","chinesen","bildung","finanzkrise","betroffenen","alten","anlegern","tourismus","waehrungsfonds","gestiegen","merkels"
"39","mittelstand","europaeische","jahr","thyssenkrupp","russischen","geht","immobilienfonds","regierung","gibt","dow","geschaeftsfuehrer","europa","umfrage","politik"
"40","technologie","grossbritanniens","wind","konkurrenten","soldaten","buch","deutschen","kosten","liebe","freitag","universitaeten","regierung","erwarten","linke"
"41","nutzer","insel","gruene","basf","dollar","glaube","banker","bundes","stunden","staatsanleihen","spiele","finanzmaerkten","china","mehrheit"
"42","geschaeftsfuehrer","kommission","bundesregierung","vorjahr","nato","system","versicherungen","bundestag","konnte","boersianer","hochschule","geld","bruttoinlandsprodukt","gerhard"
"43","informationen","argentinien","grad","operativen","russische","verstehen","investieren","koalition","kirche","fondsmanager","klub","japan","stark","umfragen"
"44","microsoft","russlands","energieversorgung","boersengang","volksrepublik","richtig","vermieter","laender","haus","aktienkurse","hannover","finanzminister","vergleich","ministerpraesidenten"
"45","nutzen","frankreichs","bau","vergangenen","hongkong","angst","eigentuemer","regeln","frueher","aktienmaerkten","universitaet","yen","duerfte","bundeskanzler"
"46","technik","verhandlungen","umwelt","autos","indien","gesellschaftlichen","allianz","deutschland","film","fiel","veranstaltungen","bank","zweiten","westerwelle"
