"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.597","5.2304","4.8182","7.2403","6.2378","10.9479","5.9786","7.0131","10.0405","9.4488","4.4067","7.1801","9.0763","5.7844"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","oel","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","energien","umsatz","peking","politik","anleger","gesetz","mann","dollar","muenchen","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","spd","frauen","investoren","hamburger","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","mio","krieg","gibt","euro","arbeitgeber","menschen","analysten","messe","inflation","unternehmen","koalition"
"7","manager","britische","erneuerbaren","millionen","iran","freiheit","geld","arbeitnehmer","frau","boerse","millionen","notenbank","konjunktur","gruenen"
"8","daten","land","preise","gewinn","obama","deutschland","immobilien","eichel","eltern","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","russland","europa","versicherer","reform","familie","boersen","berlin","griechenland","rueckgang","csu"
"10","mitarbeitern","briten","tonnen","unternehmen","chinesischen","soziale","sparkassen","gewerkschaften","leute","anleihen","saison","fed","deutsche","schroeder"
"11","digitale","london","barrel","aktie","washington","demokratie","zinsen","ig","maenner","gold","fc","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","geschaeft","praesident","globalisierung","wohnungen","metall","paar","punkten","spieler","staatsanleihen","entwicklung","angela"
"13","startups","premier","pro","jahr","bush","sozialen","investoren","beschaeftigten","vater","aktie","trainer","euroraum","investitionen","kanzler"
"14","digitalen","europaeischen","verbraucher","mill","land","leben","rendite","berlin","heute","aktienmarkt","berliner","draghi","industrie","parteien"
"15","fuehrungskraefte","tuerkei","kohle","siemens","irak","staat","aktien","unternehmen","erzaehlt","punkte","fussball","italien","deutlich","stoiber"
"16","branche","frankreich","klimaschutz","vorstandschef","amerika","buerger","eigenkapital","arbeit","mutter","usa","hochschulen","dollar","konsum","waehler"
"17","neue","putin","kraftwerke","rund","chinesische","zukunft","altersvorsorge","kommission","stadt","bank","studium","euro","arbeitsmarkt","ministerpraesident"
"18","software","moskau","industrie","analysten","amerikaner","tun","kredite","muesse","spaeter","fed","gaeste","europaeischen","rezession","wahl"
"19","unternehmens","pfund","rwe","uebernahme","staaten","frage","immobilie","regelung","buch","minus","mannschaft","notenbanken","prognose","afd"
"20","mittelstaendler","russischen","preis","geschaeftsjahr","praesidenten","politischen","markt","kommunen","jahre","papiere","verein","europaeische","erwartet","wahlkampf"
"21","arbeiten","may","produktion","konzerns","putin","wissen","vermoegen","rente","junge","index","messen","usa","nachfrage","sozialdemokraten"
"22","gruender","europa","opec","daimler","trumps","fragen","commerzbank","gewerkschaft","tag","rendite","kunst","schulden","oekonomen","seehofer"
"23","anbieter","russische","erdgas","bayer","regierung","bevoelkerung","risiken","gesetzlichen","jungen","aktienmaerkte","reisen","waehrung","weltwirtschaft","scholz"
"24","produkte","referendum","erneuerbare","volkswagen","israel","marktwirtschaft","mieter","fordert","kind","experten","besucher","waehrungsunion","erholung","bundestag"
"25","beispiel","polen","landwirtschaft","vw","uspraesident","beispiel","kapital","clement","geschichte","quartal","liga","rezession","firmen","bundestagswahl"
"26","telekom","johnson","wasserstoff","aktionaere","donald","brauchen","mieten","betriebe","zeit","woche","sport","finanzmaerkte","bip","opposition"
"27","unternehmer","landes","anlagen","verkauf","xi","denken","renditen","duerfen","schule","leitindex","hotels","oekonomen","befragten","berlin"
"28","geschaeft","praesident","foerderung","lufthansa","afghanistan","verantwortung","bafin","vorschlag","sohn","maerkte","euro","kredite","anstieg","liberalen"
"29","chef","union","bauern","ersten","ukraine","sicherheit","sparer","regelungen","kindern","zinsen","koeln","zinssenkung","kommenden","gabriel"
"30","amazon","austritt","klimawandel","dollar","demokraten","wissenschaft","kaeufer","bahn","macht","wall","touristen","krise","rechnet","amt"
"31","berater","koenigreich","liter","bmw","sanktionen","politische","frankfurt","entwurf","hause","renditen","mark","leitzinsen","verbraucher","merkels"
"32","markt","italien","ausbau","konzernchef","amerikanischen","recht","institute","verfahren","alt","morgan","hotel","maerkte","plus","linken"
"33","facebook","premierminister","kosten","ergebnis","republikaner","wohlstand","wirecard","regierung","job","plus","fans","anleihen","vorjahr","bayern"
"34","familienunternehmen","berlusconi","jahr","sap","welt","gerade","risiko","sprecher","uhr","gewinne","klubs","staaten","prognosen","politik"
"35","deutschland","sarkozy","nachfrage","operative","new","zeit","private","handelsblatt","arbeit","usnotenbank","veranstalter","wachstum","rechnen","gerhard"
"36","geschaeftsfuehrer","ukraine","wasser","thyssenkrupp","westen","herr","anleihen","betroffenen","sitzt","street","bundesliga","wirtschaft","zahl","gruene"
"37","management","cameron","deutschland","branche","soldaten","bildung","immobilienfonds","urteil","alten","markt","universitaeten","leitzins","monaten","regierung"
"38","intelligenz","grossbritanniens","cent","hersteller","biden","macht","deutschen","bundestag","bisschen","dow","geschaeftsfuehrer","waehrungsfonds","gestiegen","mehrheit"
