"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6003","5.2219","4.8404","7.2386","6.2459","10.9247","5.9997","7.0025","10.0454","9.4406","4.3999","7.1834","9.0675","5.7892"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","trump","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","energien","mrd","usa","gesellschaft","fonds","euro","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","oel","umsatz","peking","politik","anleger","gesetz","mann","dollar","muenchen","geldpolitik","quartal","cdu"
"5","firma","russland","energiewende","milliarden","chinas","heute","kunden","arbeitgeber","frauen","investoren","hamburger","zinsen","deutschland","fdp"
"6","internet","bruessel","energie","millionen","krieg","gibt","euro","spd","menschen","analysten","millionen","inflation","unternehmen","koalition"
"7","manager","britische","erneuerbaren","mio","iran","freiheit","geld","arbeitnehmer","frau","boerse","messe","notenbank","konjunktur","gruenen"
"8","daten","land","preise","gewinn","obama","deutschland","immobilien","eichel","familie","kurse","bayern","eurozone","deutschen","union"
"9","digitalisierung","britischen","co","quartal","russland","europa","versicherer","reform","eltern","boersen","berlin","fed","rueckgang","csu"
"10","mitarbeitern","briten","tonnen","unternehmen","chinesischen","soziale","sparkassen","gewerkschaften","leute","anleihen","saison","griechenland","deutsche","schroeder"
"11","digitale","london","barrel","aktie","washington","demokratie","zinsen","ig","maenner","gold","fc","iwf","aufschwung","kanzlerin"
"12","google","parlament","eon","geschaeft","praesident","globalisierung","wohnungen","beschaeftigten","paar","punkten","trainer","staatsanleihen","entwicklung","angela"
"13","startups","premier","pro","jahr","land","sozialen","investoren","metall","vater","aktie","spieler","euroraum","investitionen","kanzler"
"14","digitalen","europaeischen","kohle","mill","bush","leben","rendite","berlin","heute","aktienmarkt","berliner","draghi","industrie","parteien"
"15","fuehrungskraefte","tuerkei","verbraucher","siemens","irak","buerger","aktien","unternehmen","erzaehlt","punkte","fussball","italien","deutlich","stoiber"
"16","branche","frankreich","industrie","vorstandschef","amerika","staat","eigenkapital","arbeit","stadt","usa","hochschulen","dollar","konsum","waehler"
"17","neue","putin","klimaschutz","rund","chinesische","zukunft","immobilie","muesse","mutter","bank","studium","europaeischen","rezession","ministerpraesident"
"18","software","moskau","kraftwerke","analysten","amerikaner","tun","kredite","kommission","spaeter","fed","gaeste","notenbanken","arbeitsmarkt","afd"
"19","unternehmens","pfund","preis","uebernahme","staaten","frage","markt","regelung","jahre","minus","mannschaft","euro","prognose","wahl"
"20","mittelstaendler","russischen","rwe","geschaeftsjahr","praesidenten","politischen","altersvorsorge","kommunen","buch","papiere","verein","europaeische","erwartet","sozialdemokraten"
"21","gruender","may","produktion","konzerns","putin","wissen","vermoegen","rente","junge","index","messen","schulden","nachfrage","wahlkampf"
