"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6597","5.2007","4.9461","7.1616","6.4109","10.9128","5.8941","7.0315","10.0046","9.2939","4.457","7.0139","9.0938","5.9195"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","partei"
"3","kunden","grossbritannien","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","merkel"
"4","firmen","brexit","oel","umsatz","chinas","politik","anleger","euro","frauen","dollar","muenchen","inflation","quartal","cdu"
"5","firma","bruessel","energiewende","mrd","peking","heute","kunden","arbeitgeber","mann","investoren","millionen","zinsen","deutschland","fdp"
"6","internet","russland","energie","millionen","russland","gibt","euro","spd","menschen","analysten","messe","geldpolitik","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","mio","krieg","freiheit","immobilien","reform","frau","kurse","hamburger","notenbank","konjunktur","koalition"
"8","daten","britischen","co","gewinn","chinesischen","deutschland","geld","arbeitnehmer","eltern","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","preise","quartal","iran","soziale","wohnungen","eichel","familie","boersen","fc","fed","rueckgang","csu"
"10","digitale","briten","wasserstoff","unternehmen","praesident","demokratie","sparkassen","gewerkschaften","leute","anleihen","trainer","griechenland","deutsche","schroeder"
"11","mitarbeitern","london","industrie","aktie","obama","europa","versicherer","ig","maenner","gold","saison","iwf","entwicklung","kanzlerin"
"12","startups","parlament","tonnen","geschaeft","washington","leben","zinsen","beschaeftigten","paar","aktie","berlin","staatsanleihen","aufschwung","angela"
"13","ki","premier","klimaschutz","jahr","land","sozialen","investoren","metall","vater","punkten","spieler","euroraum","industrie","kanzler"
"14","google","frankreich","pro","siemens","chinesische","globalisierung","immobilie","berlin","heute","usa","fussball","italien","konsum","afd"
"15","digitalen","europaeischen","kohle","mill","bush","tun","rendite","unternehmen","erzaehlt","bank","berliner","draghi","investitionen","scholz"
"16","fuehrungskraefte","tuerkei","eon","vorstandschef","irak","zukunft","aktien","arbeit","stadt","aktienmarkt","hochschulen","notenbanken","deutlich","parteien"
"17","intelligenz","putin","barrel","rund","ukraine","buerger","eigenkapital","kommunen","mutter","fed","gaeste","dollar","arbeitsmarkt","waehler"
"18","branche","pfund","produktion","analysten","amerika","staat","kredite","regelung","spaeter","punkte","studium","europaeischen","prognose","stoiber"
"19","software","moskau","verbraucher","uebernahme","amerikaner","frage","markt","muesse","jahre","minus","sport","europaeische","erwartet","wahl"
"20","arbeiten","may","preis","geschaeftsjahr","putin","politischen","vermoegen","kommission","junge","rendite","mannschaft","euro","rezession","ministerpraesident"
"21","neue","russischen","rwe","konzerns","staaten","bevoelkerung","altersvorsorge","rente","tag","papiere","verein","schulden","nachfrage","sozialdemokraten"
"22","unternehmens","europa","kraftwerke","vw","praesidenten","fragen","commerzbank","gewerkschaft","buch","index","kunst","usa","oekonomen","wahlkampf"
"23","mittelstaendler","polen","erdgas","bayer","xi","wissen","mieter","fordert","jungen","zinsen","messen","rezession","erholung","bundestag"
"24","gruender","referendum","erneuerbare","volkswagen","trumps","brauchen","mieten","bahn","kind","aktienmaerkte","fans","waehrung","weltwirtschaft","seehofer"
"25","produkte","russische","anlagen","daimler","biden","verantwortung","kaeufer","gesetzlichen","schule","experten","reisen","finanzmaerkte","firmen","berlin"
"26","beispiel","johnson","foerderung","verkauf","regierung","marktwirtschaft","risiken","clement","sohn","renditen","besucher","waehrungsunion","befragten","bundestagswahl"
"27","anbieter","praesident","opec","aktionaere","donald","denken","kapital","vorschlag","zeit","quartal","liga","oekonomen","bip","lindner"
"28","unternehmer","landes","landwirtschaft","ersten","westen","beispiel","bafin","regelungen","geschichte","maerkte","hotels","zinssenkung","anstieg","opposition"
"29","berater","premierminister","deutschland","lufthansa","uspraesident","sicherheit","renditen","duerfen","kindern","leitindex","touristen","krise","kommenden","gruene"
"30","amazon","koenigreich","ausbau","bmw","israel","herr","institute","betriebe","alt","gewinne","koeln","kredite","rechnet","merz"
"31","geschaeft","austritt","kosten","dollar","sanktionen","gerade","sparer","entwurf","macht","woche","lesen","leitzinsen","verbraucher","liberalen"
"32","markt","union","klimawandel","sap","welt","politische","frankfurt","verfahren","hause","morgan","euro","leitzins","plus","linken"
"33","telekom","italien","bauern","konzernchef","demokraten","zeit","private","massnahmen","uhr","wall","bundesliga","maerkte","vorjahr","regierung"
"34","chef","berlusconi","liter","hersteller","republikaner","wohlstand","wirecard","sprecher","job","plus","hotel","wirtschaft","rechnen","soeder"
"35","deutschland","sarkozy","emissionen","operative","afghanistan","wissenschaft","risiko","handelsblatt","sitzt","usnotenbank","klubs","wachstum","zahl","amt"
"36","familienunternehmen","kommission","cent","ergebnis","amerikanischen","recht","anleihen","gesetzentwurf","arbeit","markt","veranstalter","anleihen","prognosen","bayern"
"37","technologie","ukraine","wind","kunden","nato","macht","branche","urteil","bisschen","street","mark","staaten","gestiegen","gabriel"
"38","facebook","europaeische","wasser","konkurrenten","russischen","bildung","finanzkrise","betroffenen","alten","anlegern","wm","waehrungsfonds","monaten","politik"
"39","management","ungarn","nachfrage","thyssenkrupp","new","geht","immobilienfonds","kosten","gibt","dow","tourismus","europa","umfrage","merkels"
"40","mittelstand","cameron","bundesregierung","branche","soldaten","buch","banker","bundestag","stunden","freitag","spiele","finanzmaerkten","erwarten","linke"
"41","nutzer","insel","jahr","basf","chinesen","glaube","deutschen","bundes","liebe","staatsanleihen","geschaeftsfuehrer","regierung","vergleich","mehrheit"
"42","informationen","grossbritanniens","gruene","vorjahr","russische","verstehen","versicherungen","regierung","konnte","fondsmanager","universitaeten","japan","stark","gerhard"
"43","geschaeftsfuehrer","frankreichs","grad","operativen","dollar","richtig","vermieter","laender","haus","aktienkurse","klub","finanzminister","duerfte","umfragen"
"44","microsoft","paris","energieversorgung","boersengang","volksrepublik","system","investieren","koalition","kirche","boersianer","hannover","geld","china","bundeskanzler"
"45","innovationen","argentinien","bau","vergangenen","indien","angst","eigentuemer","regeln","frueher","aktienmaerkten","hochschule","notenbanker","bruttoinlandsprodukt","ministerpraesidenten"
"46","nutzen","russlands","umwelt","autos","hongkong","gesellschaftlichen","immobilienmarkt","deutschland","film","fiel","universitaet","yen","minus","westerwelle"
"47","technik","verhandlungen","branche","boerse","region","politiker","darlehen","heisst","alte","vergangenen","kuenstler","bank","zweiten","habeck"
"48","gibt","politische","netz","zahlen","amerikanische","braucht","kfw","gericht","beruf","haendler","veranstaltungen","risiken","exporte","stimmen"
"49","computer","abkommen","oelpreis","aufsichtsrat","moskau","entscheidungen","allianz","geplante","lebt","aktienindex","aussteller","konjunktur","lage","kanzleramt"
"50","technologien","eustaaten","habeck","unternehmens","york","arbeit","kredit","forderung","kopf","titel","flughafen","inflationsrate","stimmung","kohl"
"51","apple","eukommission","gruenen","vorstand","taiwan","generation","anbieter","union","gut","erwartet","quadratmeter","weltwirtschaft","vergangenen","minister"
"52","kuenstliche","konservativen","hersteller","porsche","landes","vertrauen","preise","gesetzliche","mensch","notierte","dortmund","trichet","ersten","bundeskanzlerin"
"53","startup","franzosen","winter","halbjahr","amerikas","autor","investment","forderte","geht","commerzbank","  ","lagarde","halbjahr","macron"
"54","berger","mehrheit","rohstoffe","ag","george","geschichte","quadratmeter","gesetzgeber","ging","analyst","hoeness","spanien","wirtschaftsforschung","muentefering"
