"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.6407","5.2111","4.918","7.196","6.2947","10.8909","5.9558","7.019","10.0594","9.377","4.3906","7.0918","9.0742","5.8808"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","merkel"
"3","kunden","brexit","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","banken","wachstum","partei"
"4","firmen","grossbritannien","oel","umsatz","peking","politik","anleger","euro","mann","dollar","muenchen","zinsen","quartal","cdu"
"5","firma","russland","energiewende","mrd","chinas","heute","kunden","spd","frauen","investoren","millionen","geldpolitik","deutschland","fdp"
"6","internet","bruessel","energie","millionen","krieg","gibt","euro","arbeitgeber","menschen","analysten","hamburger","inflation","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","mio","russland","freiheit","immobilien","arbeitnehmer","frau","kurse","messe","notenbank","konjunktur","koalition"
"8","daten","britischen","co","gewinn","chinesischen","deutschland","geld","eichel","familie","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","preise","quartal","iran","europa","sparkassen","reform","eltern","boersen","berlin","fed","rueckgang","csu"
"10","digitale","briten","tonnen","unternehmen","obama","soziale","versicherer","gewerkschaften","leute","anleihen","fc","griechenland","deutsche","schroeder"
"11","mitarbeitern","london","industrie","aktie","praesident","demokratie","wohnungen","ig","maenner","gold","saison","iwf","entwicklung","kanzlerin"
"12","startups","parlament","wasserstoff","geschaeft","washington","globalisierung","zinsen","beschaeftigten","paar","punkten","trainer","staatsanleihen","aufschwung","angela"
"13","google","premier","barrel","jahr","land","leben","investoren","metall","vater","aktie","spieler","euroraum","industrie","kanzler"
"14","digitalen","europaeischen","eon","siemens","bush","sozialen","rendite","berlin","heute","usa","berliner","draghi","deutlich","afd"
"15","fuehrungskraefte","frankreich","klimaschutz","mill","irak","zukunft","aktien","unternehmen","erzaehlt","aktienmarkt","fussball","italien","konsum","parteien"
"16","branche","tuerkei","pro","vorstandschef","chinesische","tun","immobilie","arbeit","stadt","bank","hochschulen","notenbanken","investitionen","scholz"
"17","ki","putin","kohle","rund","amerika","buerger","eigenkapital","kommunen","mutter","punkte","gaeste","dollar","arbeitsmarkt","waehler"
"18","software","pfund","verbraucher","analysten","amerikaner","staat","kredite","muesse","spaeter","fed","studium","europaeischen","rezession","stoiber"
"19","neue","moskau","preis","uebernahme","staaten","frage","markt","regelung","jahre","minus","mannschaft","euro","erwartet","wahl"
