"","Topic 1: Corporate Culture","Topic 2: EU Conflicts","Topic 3: Energy & Climate Change Mitigation","Topic 4: Companies & Markets","Topic 5: Geopolitics","Topic 6: Society","Topic 7: Financial Markets I","Topic 8: German Politics I","Topic 9: Miscellaneous","Topic 10: Financial Markets II","Topic 11: Leisure & Hospitality","Topic 12: Central banks","Topic 13: German Economy","Topic 14: German Politics II"
"Proportion (%)","6.667","5.1959","4.9703","7.1656","6.4037","10.9082","5.8736","7.0224","9.9825","9.327","4.4474","6.9941","9.106","5.9364"
"1","unternehmen","eu","strom","euro","china","menschen","bank","bundesregierung","  ","aktien","hamburg","ezb","jahr","spd"
"2","mitarbeiter","regierung","gas","konzern","usa","welt","banken","bund","leben","anleger","stadt","zentralbank","wirtschaft","partei"
"3","kunden","grossbritannien","energien","milliarden","trump","gesellschaft","fonds","gesetz","kinder","dax","studenten","inflation","wachstum","merkel"
"4","firmen","brexit","oel","umsatz","chinas","politik","anleger","euro","frauen","dollar","muenchen","banken","quartal","cdu"
"5","firma","bruessel","energiewende","mrd","peking","heute","kunden","arbeitgeber","mann","investoren","millionen","zinsen","deutschland","fdp"
"6","internet","russland","energie","millionen","russland","gibt","euro","spd","menschen","analysten","messe","geldpolitik","unternehmen","gruenen"
"7","manager","britische","erneuerbaren","gewinn","krieg","deutschland","immobilien","reform","frau","kurse","hamburger","notenbank","konjunktur","koalition"
"8","daten","britischen","co","mio","chinesischen","freiheit","geld","arbeitnehmer","eltern","boerse","bayern","eurozone","deutschen","union"
"9","digitalisierung","land","wasserstoff","quartal","iran","demokratie","wohnungen","eichel","familie","boersen","fc","fed","rueckgang","csu"
"10","ki","briten","preise","unternehmen","praesident","soziale","sparkassen","gewerkschaften","leute","anleihen","trainer","griechenland","deutsche","schroeder"
"11","digitale","london","industrie","aktie","obama","europa","versicherer","ig","maenner","gold","saison","iwf","entwicklung","kanzlerin"
"12","startups","parlament","tonnen","geschaeft","washington","leben","zinsen","beschaeftigten","paar","aktie","berlin","staatsanleihen","aufschwung","kanzler"
"13","mitarbeitern","frankreich","klimaschutz","jahr","land","sozialen","investoren","metall","vater","punkten","spieler","euroraum","konsum","afd"
"14","google","premier","pro","siemens","chinesische","globalisierung","immobilie","berlin","heute","usa","fussball","italien","industrie","angela"
"15","digitalen","europaeischen","kohle","mill","bush","tun","rendite","unternehmen","erzaehlt","bank","berliner","draghi","investitionen","scholz"
"16","fuehrungskraefte","tuerkei","produktion","vorstandschef","irak","zukunft","markt","arbeit","stadt","aktienmarkt","hochschulen","notenbanken","deutlich","parteien"
"17","intelligenz","putin","eon","rund","ukraine","buerger","kredite","regelung","mutter","fed","gaeste","europaeischen","arbeitsmarkt","waehler"
"18","branche","pfund","barrel","analysten","amerika","staat","aktien","kommunen","spaeter","punkte","studium","dollar","prognose","stoiber"
"19","software","moskau","verbraucher","uebernahme","putin","frage","eigenkapital","muesse","jahre","minus","sport","europaeische","erwartet","wahl"
"20","arbeiten","russischen","preis","geschaeftsjahr","amerikaner","politischen","vermoegen","kommission","junge","rendite","mannschaft","euro","rezession","ministerpraesident"
"21","neue","may","rwe","konzerns","staaten","bevoelkerung","commerzbank","rente","tag","papiere","verein","schulden","nachfrage","sozialdemokraten"
"22","beispiel","europa","kraftwerke","vw","trumps","fragen","altersvorsorge","gewerkschaft","buch","index","kunst","usa","oekonomen","wahlkampf"
"23","unternehmens","polen","erdgas","volkswagen","praesidenten","wissen","mieten","fordert","kind","zinsen","messen","rezession","erholung","bundestag"
"24","produkte","russische","erneuerbare","bayer","xi","brauchen","mieter","bahn","jungen","aktienmaerkte","fans","waehrung","weltwirtschaft","seehofer"
"25","mittelstaendler","referendum","anlagen","daimler","biden","verantwortung","kaeufer","gesetzlichen","schule","experten","reisen","finanzmaerkte","firmen","merz"
"26","gruender","johnson","foerderung","verkauf","regierung","beispiel","risiken","vorschlag","sohn","renditen","besucher","waehrungsunion","befragten","berlin"
"27","anbieter","praesident","deutschland","aktionaere","donald","denken","kapital","regelungen","zeit","quartal","liga","oekonomen","anstieg","bundestagswahl"
"28","unternehmer","landes","ausbau","ersten","westen","marktwirtschaft","bafin","duerfen","kindern","maerkte","hotels","zinssenkung","bip","lindner"
"29","berater","premierminister","opec","bmw","uspraesident","herr","renditen","clement","geschichte","leitindex","lesen","krise","kommenden","opposition"
"30","markt","koenigreich","landwirtschaft","lufthansa","israel","sicherheit","institute","betriebe","alt","gewinne","touristen","leitzins","rechnet","gruene"
"31","amazon","austritt","kosten","dollar","welt","gerade","frankfurt","entwurf","macht","woche","koeln","kredite","verbraucher","liberalen"
"32","geschaeft","union","klimawandel","sap","sanktionen","politische","sparer","massnahmen","hause","morgan","euro","leitzinsen","plus","linken"
"33","telekom","italien","bauern","hersteller","demokraten","zeit","private","verfahren","uhr","plus","bundesliga","maerkte","vorjahr","regierung"
"34","chef","berlusconi","liter","konzernchef","republikaner","wohlstand","wirecard","sprecher","job","wall","hotel","wirtschaft","rechnen","soeder"
"35","deutschland","sarkozy","emissionen","operative","afghanistan","recht","risiko","handelsblatt","sitzt","usnotenbank","klubs","wachstum","zahl","amt"
"36","technologie","kommission","wind","ergebnis","russischen","wissenschaft","anleihen","gesetzentwurf","arbeit","markt","veranstalter","anleihen","prognosen","bayern"
"37","familienunternehmen","europaeische","cent","kunden","amerikanischen","macht","branche","betroffenen","bisschen","street","mark","staaten","gestiegen","politik"
"38","facebook","ukraine","wasser","thyssenkrupp","nato","bildung","finanzkrise","urteil","alten","anlegern","wm","waehrungsfonds","monaten","mehrheit"
"39","management","ungarn","nachfrage","basf","soldaten","buch","immobilienfonds","kosten","gibt","dow","tourismus","europa","umfrage","linke"
"40","mittelstand","cameron","gruene","konkurrenten","new","geht","banker","bundestag","stunden","freitag","spiele","finanzmaerkten","erwarten","merkels"
"41","nutzer","frankreichs","bundesregierung","branche","chinesen","glaube","deutschen","bundes","liebe","staatsanleihen","kuenstler","regierung","vergleich","gabriel"
"42","microsoft","insel","jahr","vorjahr","russische","verstehen","versicherungen","laender","konnte","fondsmanager","geschaeftsfuehrer","japan","minus","bundeskanzler"
"43","geschaeftsfuehrer","grossbritanniens","grad","boersengang","dollar","richtig","vermieter","regierung","haus","aktienkurse","klub","notenbanker","stark","umfragen"
